Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.3,q8.4,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.14,q8.15,q8.16,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.10,s13a.j.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
5492,230,Deodorant J,0,5,2,3,3,4,2,1,1,2,5,3,1,5,5,1,5,3,1,4,3,1,2,2,3,5,5,5,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,3,3,4,4,2,4,1,3,4,2,6,0,0,6
5493,230,Deodorant J,0,7,0,3,1,1,4,3,1,1,4,5,5,4,5,5,3,4,1,4,3,1,2,2,4,1,4,3,2,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,1,3,2,10,3,4,1,3,3,2,1,0,0,3
5494,230,Deodorant J,0,5,0,4,3,5,4,5,1,1,2,4,1,5,3,3,3,5,1,1,3,5,1,5,2,3,3,5,2,2,1,,,,0,0,0,,,0,0,0,1,,,,,0,0,,5,4,2,3,6,9,2,4,1,3,7,2,1,0,1,5
5495,230,Deodorant J,0,7,1,5,5,2,3,1,4,1,2,5,5,5,3,1,1,4,1,5,4,1,2,3,4,5,5,5,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,3,3,1,3,2,4,2,4,8,2,1,0.5,0,1
5496,230,Deodorant J,1,4,1,3,2,5,5,3,3,1,3,1,3,5,5,1,1,4,2,5,4,2,5,4,4,1,3,2,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,1,3,2,2,7,2,4,3,5,3,1,1,0,0,4
5497,230,Deodorant J,0,6,1,4,1,4,3,4,5,1,1,5,5,2,2,2,3,3,2,5,3,2,1,1,3,3,3,3,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,3,1,6,10,1,4,1,4,8,2,1,0,0,3
5498,230,Deodorant J,1,4,2,3,4,3,2,2,4,5,5,5,3,3,4,1,4,1,1,1,1,1,4,5,4,5,3,3,3,2,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,2,1,1,1,5,7,1,4,3,3,4,2,2,0,0,5
5499,230,Deodorant J,0,5,2,3,3,4,2,2,2,3,5,4,3,4,3,4,3,4,2,4,5,4,2,2,4,1,2,3,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,1,2,2,5,9,7,4,1,3,10,2,1,0,0,1
5500,230,Deodorant J,0,6,1,3,2,3,3,3,4,3,1,4,4,5,5,4,2,4,2,4,4,2,3,5,3,3,5,5,3,4,1,,,,0,1,0,,,0,0,0,0,,,,,0,0,,5,2,2,3,5,1,6,4,3,2,8,3,1,0,0,6
5501,230,Deodorant J,0,5,1,3,4,2,4,2,5,4,2,5,2,5,5,3,4,5,1,5,5,1,3,2,5,3,2,5,1,4,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,2,4,2,2,2,6,6,4,1,3,4,1,3,0,0,3
5502,230,Deodorant J,0,5,1,3,4,5,3,1,5,4,4,2,3,5,1,2,3,5,1,4,4,1,5,3,4,4,5,5,4,4,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,4,3,1,1,7,10,1,4,2,3,6,2,2,0,0,2
5503,230,Deodorant J,0,6,1,3,4,5,4,2,3,3,1,3,4,3,5,4,5,3,1,4,1,5,3,3,5,4,4,4,4,0,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,5,1,1,1,6,7,2,4,2,4,2,1,1,0,0,2
5504,230,Deodorant J,1,3,0,3,5,4,5,1,3,1,5,3,4,5,5,3,5,4,1,5,3,1,5,2,2,4,4,4,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,2,2,6,9,3,4,3,2,2,2,1,0,0,3
5505,230,Deodorant J,0,7,2,3,3,1,1,5,5,4,4,5,1,5,4,1,4,3,1,4,4,4,1,4,3,5,2,3,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,1,1,3,7,10,2,4,1,3,3,2,1,0,0,1
5506,230,Deodorant J,1,4,2,4,3,2,3,5,4,1,4,4,5,5,5,4,3,4,3,4,5,4,3,3,3,1,5,3,5,1,1,,,,0,0,0,,,1,0,0,0,,,,,0,0,,2,5,3,3,5,8,2,4,1,3,10,2,6,0,0,4
5507,230,Deodorant J,1,4,0,4,4,5,1,1,4,2,5,5,5,5,4,5,1,4,1,4,1,2,4,1,2,5,3,4,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,5,1,1,4,8,2,4,1,4,4,2,1,0,0,6
5508,230,Deodorant J,0,6,1,3,4,4,5,1,5,2,1,5,4,5,5,1,2,4,3,4,2,2,1,2,5,5,5,5,4,2,1,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,3,2,7,9,2,4,1,2,8,3,2,0,0,6
5509,230,Deodorant J,0,5,2,3,5,4,3,2,5,1,5,4,3,2,5,3,1,1,5,3,5,3,5,3,3,3,5,4,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,3,2,7,1,2,4,1,3,10,2,1,0,0,3
5510,230,Deodorant J,0,5,2,4,1,2,5,3,3,1,4,2,2,5,5,5,4,5,1,5,4,3,4,1,3,3,1,3,3,1,1,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,1,5,8,7,4,1,3,10,2,4,0,0,5
5511,230,Deodorant J,0,6,0,4,4,5,5,1,4,1,4,4,3,4,3,5,5,4,3,2,4,1,3,5,5,4,2,3,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,3,1,1,7,7,4,1,2,6,3,1,0,0,1
5512,230,Deodorant J,0,7,1,2,1,4,1,1,2,4,3,1,1,5,5,1,1,4,1,5,2,2,2,4,2,2,5,5,3,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,3,1,7,9,2,4,1,3,2,2,1,0,0,1
5513,230,Deodorant J,0,7,0,3,2,5,1,3,2,3,4,4,5,4,3,1,4,3,5,4,3,4,4,1,3,5,5,4,2,2,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,1,1,3,1,10,4,4,1,2,7,1,2,0,0,2
5514,230,Deodorant J,1,1,1,3,1,5,2,1,4,2,5,4,4,5,5,5,3,3,2,4,2,2,1,2,4,5,4,3,1,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,5,2,2,7,4,1,4,1,3,9,2,1,0,0,3
5515,230,Deodorant J,0,5,0,3,4,1,2,1,2,1,1,5,3,4,2,1,4,4,4,5,4,1,2,5,4,5,5,3,3,0,0,,,,0,0,0,,,0,0,0,1,,,,,0,0,,4,1,3,1,4,10,3,4,1,3,5,1,1,0,0,3
5516,230,Deodorant J,1,1,0,3,4,4,4,1,5,1,3,3,4,4,1,1,5,3,2,4,3,3,4,4,3,4,4,4,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,4,2,3,6,9,2,4,1,3,7,1,1,0,0,6
5517,230,Deodorant J,0,5,0,3,1,4,2,5,4,5,4,3,4,5,4,3,4,5,2,3,2,1,4,4,4,2,4,5,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,3,1,6,5,3,4,1,3,2,2,1,0,0,2
5518,230,Deodorant J,0,5,1,3,1,1,5,2,3,4,3,1,5,5,4,4,4,5,2,2,5,2,4,3,3,2,5,4,5,3,0,,,,0,0,0,,,0,0,0,1,,,,,0,0,,1,3,3,1,4,4,5,4,1,3,8,1,3,0,0,2
5519,230,Deodorant J,0,5,1,4,3,1,5,3,3,1,5,4,4,3,4,1,4,5,1,3,3,1,4,4,5,3,2,5,1,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,3,1,7,7,2,4,2,2,3,3,1,0,0,1
5520,230,Deodorant J,0,6,0,3,4,4,5,2,4,5,4,5,4,4,1,5,4,4,2,4,2,1,1,4,1,5,5,3,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,1,2,2,1,7,2,4,1,3,2,2,1,0,0,6
5521,230,Deodorant J,0,5,2,3,3,5,2,3,5,1,5,3,4,5,5,4,3,5,4,4,3,4,5,3,5,4,5,4,3,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,3,3,2,9,3,4,1,3,4,2,1,0,0,3
5522,230,Deodorant J,1,3,0,3,2,5,3,1,4,3,3,5,3,5,3,4,5,4,1,4,5,1,3,4,4,1,3,5,5,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,2,3,6,7,3,4,1,4,3,1,3,0,0,2
5523,230,Deodorant J,0,5,2,4,5,3,2,1,5,2,5,4,5,5,4,3,5,5,2,2,3,4,4,3,3,5,5,2,1,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,2,1,6,6,2,4,1,4,4,1,1,0,0,3
5524,230,Deodorant J,0,6,0,4,4,5,4,1,4,4,3,4,1,5,4,5,4,4,1,1,3,5,3,1,4,5,1,4,2,3,1,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,3,1,2,5,6,4,1,4,3,2,1,0,0,2
5525,230,Deodorant J,0,7,0,4,2,4,5,1,3,4,3,2,5,3,5,1,3,5,1,4,5,3,4,3,2,5,5,5,3,2,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,5,1,3,3,7,8,1,4,1,4,7,1,1,0,0,3
5526,230,Deodorant J,0,6,1,3,4,5,4,1,4,1,5,2,5,1,5,5,3,5,2,2,2,2,3,5,4,5,1,5,1,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,2,1,7,7,2,4,1,2,4,1,1,0,0,1
5527,230,Deodorant J,0,6,2,3,1,4,1,1,4,1,2,4,3,5,1,4,3,5,2,5,5,3,2,4,1,4,5,1,4,2,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,5,5,3,3,5,8,3,4,1,3,2,2,1,0,0,3
5528,230,Deodorant J,0,6,2,3,3,5,5,3,3,4,5,1,1,5,1,2,3,1,1,5,3,4,3,2,5,5,5,1,1,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,1,3,3,6,1,2,4,2,3,4,2,1,0,0,3
5529,230,Deodorant J,1,4,1,3,5,5,3,5,5,5,3,3,5,4,3,4,5,4,1,2,5,4,4,4,5,5,3,4,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,3,4,5,3,4,3,4,3,2,2,0,0,2
5530,230,Deodorant J,0,6,1,3,2,1,2,5,4,1,3,3,1,1,5,3,5,5,1,5,4,5,2,5,1,2,5,4,1,3,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,1,5,1,3,3,6,6,4,1,5,8,1,5,0,0,2
5531,230,Deodorant J,0,5,3,3,1,1,2,1,2,2,5,2,4,4,4,2,4,1,1,3,5,2,5,2,1,5,2,3,3,0,0,,,,0,0,0,,,0,1,0,0,,,,,0,0,,1,1,3,3,3,8,5,4,2,4,4,2,1,0,0,6
5532,230,Deodorant J,1,2,0,3,1,3,4,4,5,3,3,3,4,5,4,3,2,5,1,3,4,5,5,3,5,5,1,5,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,2,2,3,8,2,4,1,4,5,1,2,0,0,1
5533,230,Deodorant J,0,6,2,5,2,5,4,3,4,1,4,5,5,5,5,4,4,5,1,2,2,5,2,2,4,3,5,3,2,1,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,5,1,2,3,4,3,2,4,1,3,5,2,2,0,0,2
5534,230,Deodorant J,0,6,1,4,2,4,5,3,2,1,5,1,3,5,5,1,5,1,3,1,2,2,3,1,2,5,5,4,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,3,2,7,2,4,4,1,2,9,2,2,0.25,0,2
5535,230,Deodorant J,0,5,3,2,4,3,5,1,5,1,4,4,2,5,1,5,5,2,3,5,3,5,2,5,5,2,3,3,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,2,3,1,6,2,2,4,1,4,6,2,1,0,0,1
5536,230,Deodorant J,1,4,2,3,3,3,5,2,3,1,2,4,1,4,3,2,3,4,2,2,4,2,1,2,3,4,4,5,4,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,3,7,8,3,4,5,2,9,2,2,0,0,2
5537,230,Deodorant J,0,7,2,3,2,4,5,1,4,2,5,5,5,3,4,5,5,4,3,4,4,2,3,4,2,3,3,1,1,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,3,3,3,6,7,2,4,1,4,5,1,2,0,0,2
5538,230,Deodorant J,1,4,0,1,2,1,3,2,4,5,2,3,5,5,5,5,2,5,5,3,4,1,1,3,3,5,5,4,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,1,1,3,6,8,5,4,3,3,5,2,6,0,1,2
5539,230,Deodorant J,0,7,1,3,3,2,3,2,3,4,3,4,4,5,5,5,2,4,1,5,2,1,5,5,3,2,3,2,5,-1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,1,3,6,10,5,4,1,4,5,1,1,0,0,6
5540,230,Deodorant J,1,1,0,3,3,3,1,1,4,1,5,5,5,5,5,1,4,5,1,3,3,3,4,4,1,3,3,3,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,2,2,7,2,5,4,1,2,5,2,1,0,0,2
5541,230,Deodorant J,0,6,1,3,4,5,5,2,2,4,4,5,3,5,4,1,1,4,1,3,4,3,3,4,4,5,3,5,4,3,0,,,,0,0,0,,,1,1,0,0,,,,,1,0,,3,5,2,3,6,7,4,4,4,3,5,3,1,0,0,1
5542,230,Deodorant J,1,4,2,2,2,5,4,2,5,3,4,4,4,5,5,3,3,4,2,3,4,2,1,4,3,1,3,3,1,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,2,1,6,7,2,4,1,3,4,2,1,0,0,2
5543,230,Deodorant J,1,4,1,2,1,1,4,4,1,3,5,5,5,2,4,4,4,4,2,5,3,3,2,4,5,5,2,5,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,2,1,5,3,7,4,1,3,5,2,1,0,0,1
5544,230,Deodorant J,0,7,1,3,1,5,5,1,2,3,2,2,3,4,5,5,2,5,5,1,4,3,2,5,4,4,5,4,1,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,1,3,3,3,9,6,4,3,4,9,5,1,0,0,1
5545,230,Deodorant J,0,6,2,3,3,4,3,5,1,2,5,4,1,5,1,5,4,4,1,3,1,1,3,1,5,4,5,2,2,1,1,,,,0,1,0,,,1,0,0,0,,,,,0,0,,5,5,3,3,7,8,6,4,3,3,7,2,3,0,0,2
5546,230,Deodorant J,0,5,0,3,1,5,5,2,3,2,5,4,5,5,2,1,4,5,1,2,5,2,3,1,2,4,5,3,1,2,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,5,1,3,3,1,5,2,4,1,5,4,2,2,0,0,3
5547,230,Deodorant J,0,6,3,3,4,1,4,1,3,1,5,4,1,5,5,1,4,4,3,3,4,4,1,3,4,5,4,4,4,2,0,,,,0,0,1,,,1,0,1,1,,,,,0,0,,5,1,1,1,7,9,5,4,1,3,6,2,2,0,0,5
5548,230,Deodorant J,0,5,0,3,2,4,5,2,5,3,5,4,5,5,5,2,4,4,1,5,5,2,4,4,4,4,5,4,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,1,1,2,5,6,2,4,2,4,10,1,5,0,0,1
5549,230,Deodorant J,0,6,0,3,5,3,4,1,4,3,5,4,5,4,4,5,4,4,5,5,1,4,3,3,1,5,3,4,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,1,3,3,3,1,10,4,4,1,2,10,1,6,0,0,3
5550,230,Deodorant J,1,3,3,3,4,5,5,3,5,2,2,5,3,5,3,4,2,5,2,1,4,1,1,3,4,3,3,4,4,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,2,2,1,4,3,6,4,3,3,2,2,1,0,0,4
5551,230,Deodorant J,0,5,1,3,1,5,3,2,2,2,2,5,4,5,1,5,5,4,1,5,3,3,5,1,5,4,4,4,5,2,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,3,1,1,3,8,2,4,1,3,5,2,1,0,0,1
5552,230,Deodorant J,0,6,1,4,2,3,4,2,5,2,4,5,4,3,4,1,2,5,1,2,3,2,1,5,3,4,3,4,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,2,1,2,4,2,4,2,7,6,2,1,0,0,6
5553,230,Deodorant J,0,7,2,5,1,5,4,2,4,3,2,5,3,4,5,4,4,4,1,5,3,3,2,4,2,1,3,3,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,1,4,3,2,6,9,6,4,1,4,9,1,6,0,1,4
5554,230,Deodorant J,0,5,2,3,3,5,5,5,5,5,4,2,4,5,3,1,2,5,2,5,4,1,3,2,5,3,4,3,2,3,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,3,2,3,2,3,9,2,4,2,3,4,1,1,0,0,3
5555,230,Deodorant J,0,5,4,3,1,3,4,1,5,1,5,4,5,5,4,5,4,5,5,2,4,4,2,5,3,4,4,2,4,2,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,1,5,3,3,1,9,2,4,1,6,7,2,1,0,0,3
5556,230,Deodorant J,0,6,0,5,5,4,5,2,5,4,4,4,2,5,5,1,5,4,1,3,3,3,3,4,1,2,4,4,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,1,5,10,7,4,1,2,3,2,1,0,0,2
5557,230,Deodorant J,0,6,2,3,2,5,1,2,4,2,4,5,3,2,4,5,4,4,1,4,3,2,3,5,3,5,1,2,3,4,0,,,,0,0,0,,,0,1,0,0,,,,,0,0,,3,2,3,1,6,2,2,4,1,2,2,2,1,0,0,4
5558,230,Deodorant J,1,3,1,3,1,2,4,2,3,3,5,5,4,5,1,4,4,5,1,4,4,5,5,3,5,5,3,2,2,3,0,,,,0,0,0,,,0,0,0,1,,,,,0,0,,5,5,3,1,4,8,3,4,1,2,5,2,4,0,0,6
5559,230,Deodorant J,0,5,0,3,4,4,4,3,5,1,4,4,5,4,5,3,4,4,1,3,5,3,3,1,3,5,3,4,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,1,2,6,10,4,4,4,2,7,1,1,0,0,2
5560,230,Deodorant J,0,7,0,5,3,4,3,3,5,3,4,4,5,5,3,5,3,3,1,4,2,4,4,2,1,1,4,2,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,5,3,2,5,3,1,4,1,3,6,1,1,0,0,3
5561,230,Deodorant J,0,7,1,3,2,2,4,2,2,2,5,3,5,5,3,5,2,5,3,2,2,4,1,1,2,2,5,5,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,1,3,6,10,5,4,2,5,2,2,1,0,0,1
5562,230,Deodorant J,0,5,0,3,1,4,5,2,4,5,3,4,4,5,4,1,3,5,1,1,5,4,5,4,3,3,3,4,4,2,0,,,,0,1,0,,,0,0,1,0,,,,,0,0,,1,4,2,1,1,7,2,4,1,4,7,2,3,0,0,6
5563,230,Deodorant J,0,5,1,3,2,5,3,4,5,2,5,2,4,5,4,5,4,5,1,5,5,1,2,4,4,5,4,2,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,4,3,3,2,3,7,7,4,1,4,4,2,1,0,0,2
5564,230,Deodorant J,1,3,0,3,1,4,3,3,3,4,3,4,4,5,5,1,1,5,2,5,5,1,5,5,5,1,3,5,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,2,5,7,2,4,1,2,3,4,1,0,0,2
5565,230,Deodorant J,0,7,0,5,3,5,5,1,2,2,3,3,4,5,3,2,4,4,3,4,5,2,3,2,1,3,1,1,4,1,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,2,5,3,1,5,10,3,4,3,4,5,2,2,0,0,3
5566,230,Deodorant J,1,3,2,3,1,4,4,1,1,4,5,4,5,5,3,5,5,5,1,2,3,2,5,3,4,4,4,4,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,1,2,3,5,1,2,4,3,3,4,1,2,0,0,3
5567,230,Deodorant J,0,6,0,3,3,4,5,3,5,1,5,5,4,4,3,2,1,4,1,4,4,5,5,2,4,3,5,5,5,-1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,4,2,2,5,5,7,4,1,4,2,2,2,0,0,3
5568,230,Deodorant J,0,5,2,3,1,3,3,4,5,5,2,2,4,2,5,1,5,2,1,4,5,1,2,3,3,5,4,2,1,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,1,6,5,7,4,1,2,6,1,3,0.25,0,2
5569,230,Deodorant J,0,6,1,3,3,5,4,5,2,3,5,5,2,4,3,2,2,1,3,4,3,2,4,1,2,4,5,1,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,2,3,2,3,7,4,1,2,4,1,2,0,0,2
5570,230,Deodorant J,0,5,2,3,3,5,3,1,5,1,3,5,4,4,3,1,4,4,1,4,4,1,3,2,5,4,3,2,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,2,3,6,7,2,4,1,2,5,2,6,0,0,6
5571,230,Deodorant J,0,5,2,3,1,3,2,2,5,1,5,4,4,4,5,1,1,5,5,5,5,1,2,3,2,4,3,4,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,2,1,1,7,3,4,2,5,5,1,1,0,0,1
5572,230,Deodorant J,1,3,2,3,4,3,5,4,5,1,1,4,4,5,1,4,4,1,3,5,5,4,3,4,2,4,2,4,4,3,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,3,3,3,3,8,2,4,1,3,7,1,1,0,1,3
5573,230,Deodorant J,0,5,2,3,4,5,4,3,2,3,5,4,3,5,5,1,4,4,3,5,3,3,2,1,5,5,5,3,2,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,2,5,8,2,4,1,2,10,2,3,0,0,2
5574,230,Deodorant J,0,6,1,4,3,3,1,1,1,1,2,1,5,5,5,2,4,4,5,5,2,1,2,3,2,4,4,4,1,3,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,4,1,2,2,7,8,1,4,1,5,2,2,1,0,0,2
5575,230,Deodorant J,0,5,1,3,3,4,3,4,4,5,4,5,4,5,3,5,4,5,2,3,2,1,1,3,4,5,3,3,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,1,3,1,2,8,2,4,1,4,6,2,2,0,0,2
5576,230,Deodorant J,1,3,1,4,3,5,4,2,2,4,3,5,2,4,4,2,5,3,1,4,4,3,2,5,2,3,3,3,5,3,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,5,5,1,2,5,3,3,4,2,4,4,2,1,0,0,1
5577,230,Deodorant J,1,2,1,3,3,3,3,4,1,1,5,5,5,4,4,1,4,5,2,5,3,5,3,5,4,4,2,4,5,2,0,,,,0,0,0,,,0,0,0,1,,,,,0,0,,5,2,3,2,6,8,2,4,1,5,2,2,1,0,0,3
5578,230,Deodorant J,0,5,1,4,1,5,4,2,3,1,2,3,3,4,2,3,3,5,1,3,1,5,3,1,4,4,4,4,1,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,2,2,5,1,2,4,2,3,7,2,1,0,0,1
5579,230,Deodorant J,1,4,1,4,2,5,1,4,3,1,1,4,1,5,4,4,4,4,1,5,4,4,3,1,4,3,5,1,4,4,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,5,3,3,3,7,10,6,4,3,2,7,1,2,0,0,3
5580,230,Deodorant J,1,4,0,4,2,3,2,2,3,4,4,5,4,2,4,1,5,4,2,4,5,2,2,5,5,4,4,3,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,3,3,6,4,7,4,1,4,10,3,1,0,0,1
5581,230,Deodorant J,1,3,0,3,2,1,3,2,3,1,5,5,5,4,4,1,4,4,4,4,4,4,4,3,3,5,3,5,5,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,3,1,4,5,7,4,2,2,4,1,1,0,0,4
5582,230,Deodorant J,0,5,1,3,1,4,4,1,5,2,5,5,5,4,1,4,3,4,1,5,5,2,5,3,5,3,1,5,3,3,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,4,3,3,1,3,2,4,3,3,3,2,2,0,0,6
5583,230,Deodorant J,1,4,0,3,1,1,3,2,5,2,4,5,3,1,4,4,5,5,3,4,4,2,2,3,3,2,1,4,1,1,0,,,,0,0,0,,,0,0,0,1,,,,,0,0,,5,1,2,3,6,6,2,4,1,5,3,2,1,0,0,1
5584,230,Deodorant J,0,6,2,3,2,4,1,3,3,1,4,5,5,5,3,4,1,5,5,5,4,1,1,1,4,5,3,1,4,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,2,3,1,5,5,5,4,1,4,3,1,3,0,0,2
5585,230,Deodorant J,0,5,2,3,1,4,4,4,5,4,5,5,3,5,5,1,5,5,1,2,1,5,1,1,2,3,1,1,4,0,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,4,4,1,1,5,7,2,4,1,4,4,1,5,0,1,2
5586,230,Deodorant J,1,4,1,5,1,3,4,4,4,3,4,2,5,5,3,3,3,4,3,4,3,2,4,5,5,5,3,2,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,3,5,9,2,4,1,6,3,2,5,0.333333333,0,1
5587,230,Deodorant J,0,6,0,3,3,4,4,1,5,5,4,5,2,5,2,2,2,4,5,1,3,5,1,4,4,3,3,5,1,2,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,5,3,3,1,6,8,2,4,1,3,4,2,1,0,0,1
5588,230,Deodorant J,1,1,3,3,2,5,5,1,4,2,3,5,5,4,5,2,4,4,1,4,5,1,4,1,3,1,5,4,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,2,3,2,5,6,7,4,2,3,8,2,1,0,0,5
5589,230,Deodorant J,1,1,2,3,5,3,4,3,4,4,4,4,2,5,5,4,3,3,1,4,3,3,4,5,4,3,5,3,1,2,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,5,1,1,3,6,7,2,4,1,3,10,1,3,0,1,3
5590,230,Deodorant J,0,5,3,5,3,4,3,2,1,3,5,5,4,5,5,3,5,4,1,4,4,5,1,4,4,5,1,3,4,2,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,3,3,3,3,6,9,1,4,1,3,2,2,1,0,0,3
