"","data_test.Respondent.ID","data_test.Product","predict_model_log_1"
"1701",9179,"Deodorant F",1
"1702",9180,"Deodorant F",0
"1703",9181,"Deodorant F",0
"1704",9182,"Deodorant F",0
"1705",9183,"Deodorant F",0
"1706",9184,"Deodorant F",0
"1707",9185,"Deodorant F",0
"1708",9186,"Deodorant F",0
"1709",9187,"Deodorant F",0
"1710",9188,"Deodorant F",0
"1711",9189,"Deodorant F",0
"1712",9190,"Deodorant F",1
"1713",9191,"Deodorant F",0
"1714",9192,"Deodorant F",1
"1715",9193,"Deodorant F",1
"1716",9194,"Deodorant F",0
"1717",9195,"Deodorant F",0
"1718",9196,"Deodorant F",0
"1719",9197,"Deodorant F",0
"1720",9198,"Deodorant F",0
"1721",9199,"Deodorant F",0
"1722",9200,"Deodorant F",0
"1723",9201,"Deodorant F",0
"1724",9202,"Deodorant F",0
"1725",9203,"Deodorant F",1
"1726",9204,"Deodorant F",0
"1727",9205,"Deodorant F",0
"1728",9206,"Deodorant F",0
"1729",9207,"Deodorant F",1
"1730",9208,"Deodorant F",0
"1731",9209,"Deodorant F",1
"1732",9210,"Deodorant F",0
"1733",9211,"Deodorant F",0
"1734",9212,"Deodorant F",0
"1735",9213,"Deodorant F",0
"1736",9214,"Deodorant F",0
"1737",9215,"Deodorant F",1
"1738",9216,"Deodorant F",0
"1739",9217,"Deodorant F",0
"1740",9218,"Deodorant F",0
"1741",9219,"Deodorant F",0
"1742",9220,"Deodorant F",0
"1743",9221,"Deodorant F",0
"1744",9222,"Deodorant F",0
"1745",9223,"Deodorant F",0
"1746",9224,"Deodorant F",0
"1747",9225,"Deodorant F",0
"1748",9226,"Deodorant F",0
"1749",9227,"Deodorant F",0
"1750",9228,"Deodorant F",0
"1751",9229,"Deodorant F",0
"1752",9230,"Deodorant F",0
"1753",9231,"Deodorant F",0
"1754",9232,"Deodorant F",0
"1755",9233,"Deodorant F",1
"1756",9234,"Deodorant F",1
"1757",9235,"Deodorant F",0
"1758",9236,"Deodorant F",0
"1759",9237,"Deodorant F",1
"1760",9238,"Deodorant F",0
"1761",9239,"Deodorant F",1
"1762",9240,"Deodorant F",0
"1763",9241,"Deodorant F",0
"1764",9242,"Deodorant F",0
"1765",9243,"Deodorant F",1
"1766",9244,"Deodorant F",0
"1767",9245,"Deodorant F",0
"1768",9246,"Deodorant F",1
"1769",9247,"Deodorant F",0
"1770",9248,"Deodorant F",0
"1771",9249,"Deodorant F",0
"1772",9250,"Deodorant F",0
"1773",9251,"Deodorant F",0
"1774",9252,"Deodorant F",0
"1775",9253,"Deodorant F",0
"1776",9254,"Deodorant F",1
"1777",9255,"Deodorant F",1
"1778",9256,"Deodorant F",1
"1779",9257,"Deodorant F",1
"1780",9258,"Deodorant F",0
"1781",9259,"Deodorant F",0
"1782",9260,"Deodorant F",0
"1783",9261,"Deodorant F",0
"1784",9262,"Deodorant F",0
"1785",9263,"Deodorant F",0
"1786",9264,"Deodorant F",0
"1787",9265,"Deodorant F",0
"1788",9266,"Deodorant F",0
"1789",9267,"Deodorant F",0
"1790",9268,"Deodorant F",0
"1791",9269,"Deodorant F",0
"1792",9270,"Deodorant F",0
"1793",9271,"Deodorant F",0
"1794",9272,"Deodorant F",0
"1795",9273,"Deodorant F",0
"1796",9274,"Deodorant F",0
"1797",9275,"Deodorant F",0
"1798",9276,"Deodorant F",0
"1799",9277,"Deodorant F",1
"1800",9278,"Deodorant F",0
"1801",9279,"Deodorant F",0
"1802",9280,"Deodorant F",0
"1803",9281,"Deodorant F",1
"1804",9282,"Deodorant F",0
"1805",9283,"Deodorant F",0
"1806",9284,"Deodorant F",0
"1807",9285,"Deodorant F",1
"1808",9286,"Deodorant F",0
"1809",9287,"Deodorant F",0
"1810",9288,"Deodorant F",0
"1811",9289,"Deodorant F",0
"1812",9290,"Deodorant F",0
"1813",9291,"Deodorant F",1
"1814",9292,"Deodorant F",0
"1815",9293,"Deodorant F",1
"1816",9294,"Deodorant F",0
"1817",9295,"Deodorant F",0
"1818",9296,"Deodorant F",0
"1819",9297,"Deodorant F",0
"1820",9298,"Deodorant F",1
"1821",9299,"Deodorant F",0
"1822",9300,"Deodorant F",0
"1823",9301,"Deodorant F",0
"1824",9302,"Deodorant F",0
"1825",9303,"Deodorant F",1
"1826",9304,"Deodorant F",1
"1827",9305,"Deodorant F",0
"1828",9306,"Deodorant F",0
"1829",9307,"Deodorant F",0
"1830",9308,"Deodorant F",1
"1831",9309,"Deodorant F",0
"1832",9310,"Deodorant F",0
"1833",9311,"Deodorant F",0
"1834",9312,"Deodorant F",0
"1835",9313,"Deodorant F",1
"1836",9314,"Deodorant F",0
"1837",9315,"Deodorant F",0
"1838",9316,"Deodorant F",0
"1839",9317,"Deodorant F",0
"1840",9318,"Deodorant F",0
"1841",9319,"Deodorant F",0
"1842",9320,"Deodorant F",0
"1843",9321,"Deodorant F",0
"1844",9322,"Deodorant F",0
"1845",9323,"Deodorant F",0
"1846",9324,"Deodorant F",0
"1847",9325,"Deodorant F",0
"1848",9326,"Deodorant F",0
"1849",9327,"Deodorant F",0
"1850",9328,"Deodorant F",1
"1851",9329,"Deodorant F",0
"1852",9330,"Deodorant F",1
"1853",9331,"Deodorant F",0
"1854",9332,"Deodorant F",0
"1855",9333,"Deodorant F",0
"1856",9334,"Deodorant F",0
"1857",9335,"Deodorant F",0
"1858",9336,"Deodorant F",1
"1859",9337,"Deodorant F",0
"1860",9338,"Deodorant F",1
"1861",9339,"Deodorant F",1
"1862",9340,"Deodorant F",0
"1863",9341,"Deodorant F",0
"1864",9342,"Deodorant F",0
"1865",9343,"Deodorant F",0
"1866",9344,"Deodorant F",0
"1867",9345,"Deodorant F",0
"1868",9346,"Deodorant F",0
"1869",9347,"Deodorant F",0
"1870",9348,"Deodorant F",0
"1871",9349,"Deodorant F",1
"1872",9350,"Deodorant F",0
"1873",9351,"Deodorant F",0
"1874",9352,"Deodorant F",0
"1875",9353,"Deodorant F",1
"1876",9354,"Deodorant F",0
"1877",9355,"Deodorant F",1
"1878",9356,"Deodorant F",1
"1879",9357,"Deodorant F",0
"1880",9358,"Deodorant F",1
"1881",9359,"Deodorant F",0
"1882",9360,"Deodorant F",1
"1883",9361,"Deodorant F",0
"1884",9362,"Deodorant F",0
"1885",9363,"Deodorant F",1
"1886",9364,"Deodorant F",0
"1887",9365,"Deodorant F",0
"1888",9366,"Deodorant F",0
"1889",9367,"Deodorant F",0
"1890",9368,"Deodorant F",0
"1891",9369,"Deodorant F",1
"1892",9370,"Deodorant F",1
"1893",9371,"Deodorant F",0
"1894",9372,"Deodorant F",0
"1895",9373,"Deodorant F",0
"1896",9374,"Deodorant F",0
"1897",9375,"Deodorant F",0
"1898",9376,"Deodorant F",0
"1899",9377,"Deodorant F",0
"1900",9378,"Deodorant F",0
"1901",9379,"Deodorant F",0
"1902",9380,"Deodorant F",0
"1903",9381,"Deodorant F",0
"1904",9382,"Deodorant F",0
"1905",9383,"Deodorant F",0
"1906",9384,"Deodorant F",0
"1907",9385,"Deodorant F",0
"1908",9386,"Deodorant F",0
"1909",9387,"Deodorant F",0
"1910",9388,"Deodorant F",1
"1911",9389,"Deodorant F",1
"1912",9390,"Deodorant F",0
"1913",9391,"Deodorant F",0
"1914",9392,"Deodorant F",0
"1915",9393,"Deodorant F",0
"1916",9394,"Deodorant F",0
"1917",9395,"Deodorant F",1
"1918",9396,"Deodorant F",0
"1919",9397,"Deodorant F",0
"1920",9398,"Deodorant F",1
"1921",9399,"Deodorant F",1
"1922",15037,"Deodorant F",0
"1923",15067,"Deodorant F",0
"1924",15088,"Deodorant F",0
"1925",15158,"Deodorant F",0
"1926",15162,"Deodorant F",0
"1927",15166,"Deodorant F",0
"1928",15195,"Deodorant F",0
"1929",15217,"Deodorant F",0
"1930",15258,"Deodorant F",0
"1931",15328,"Deodorant F",0
"1932",15330,"Deodorant F",1
"1933",15344,"Deodorant F",1
"1934",15347,"Deodorant F",0
"1935",15348,"Deodorant F",0
"1936",15361,"Deodorant F",1
"1937",15364,"Deodorant F",1
"1938",15385,"Deodorant F",0
"1939",15411,"Deodorant F",1
"1940",15420,"Deodorant F",1
"1941",15426,"Deodorant F",0
"1942",15434,"Deodorant F",0
"1943",15437,"Deodorant F",0
"1944",15440,"Deodorant F",1
"1945",15452,"Deodorant F",1
"1946",15454,"Deodorant F",0
"1947",15458,"Deodorant F",0
"1948",15474,"Deodorant F",0
"1949",15483,"Deodorant F",1
"1950",15484,"Deodorant F",0
"1951",15487,"Deodorant F",0
"1952",15502,"Deodorant F",0
"1953",15504,"Deodorant F",1
"1954",15510,"Deodorant F",0
"1955",15515,"Deodorant F",1
"1956",15526,"Deodorant F",0
"1957",15534,"Deodorant F",1
"1958",15535,"Deodorant F",0
"1959",15546,"Deodorant F",0
"1960",15552,"Deodorant F",0
"1961",15577,"Deodorant F",1
"1962",15578,"Deodorant F",0
"1963",15584,"Deodorant F",1
"1964",15586,"Deodorant F",1
"1965",15589,"Deodorant F",0
"1966",15595,"Deodorant F",1
"1967",15596,"Deodorant F",0
"1968",15600,"Deodorant F",0
"1969",15606,"Deodorant F",0
"1970",15608,"Deodorant F",0
"1971",15614,"Deodorant F",0
"1972",15617,"Deodorant F",0
"1973",15625,"Deodorant F",0
"1974",15639,"Deodorant F",0
"1975",15640,"Deodorant F",0
"1976",15651,"Deodorant F",1
"1977",15652,"Deodorant F",0
"1978",15653,"Deodorant F",0
"1979",15667,"Deodorant F",0
"1980",15668,"Deodorant F",0
"1981",15672,"Deodorant F",0
"1982",15673,"Deodorant F",0
"1983",15688,"Deodorant F",0
"1984",15690,"Deodorant F",0
"1985",15693,"Deodorant F",0
"1986",15711,"Deodorant F",0
"1987",15712,"Deodorant F",1
"1988",15715,"Deodorant F",1
"1989",15719,"Deodorant F",1
"1990",15721,"Deodorant F",0
"1991",15733,"Deodorant F",0
"1992",15741,"Deodorant F",0
"1993",15755,"Deodorant F",0
"1994",15757,"Deodorant F",0
"1995",15771,"Deodorant F",1
"1996",15772,"Deodorant F",0
"1997",15775,"Deodorant F",0
"1998",15812,"Deodorant F",0
"1999",15819,"Deodorant F",0
"2000",15826,"Deodorant F",0
"2001",15848,"Deodorant F",0
"2002",15859,"Deodorant F",1
"2003",15860,"Deodorant F",1
"2004",15866,"Deodorant F",0
"2005",15869,"Deodorant F",0
"2006",15870,"Deodorant F",1
"2007",15875,"Deodorant F",0
"2008",15886,"Deodorant F",0
"2009",15895,"Deodorant F",0
"2010",15906,"Deodorant F",0
"2011",15927,"Deodorant F",1
"2012",15956,"Deodorant F",0
"2013",15962,"Deodorant F",0
"2014",15966,"Deodorant F",1
"2015",15975,"Deodorant F",0
"2016",15981,"Deodorant F",0
"2017",15993,"Deodorant F",0
"2018",16002,"Deodorant F",0
"2019",16003,"Deodorant F",0
"2020",16010,"Deodorant F",0
"2021",16013,"Deodorant F",0
"2022",16014,"Deodorant F",0
"2023",16021,"Deodorant F",0
"2024",16022,"Deodorant F",0
"2025",16037,"Deodorant F",0
"2026",16047,"Deodorant F",1
"2027",16053,"Deodorant F",1
"2028",16063,"Deodorant F",0
"2029",16085,"Deodorant F",0
"2030",16110,"Deodorant F",0
"2031",16113,"Deodorant F",1
"2032",16119,"Deodorant F",0
"2033",16120,"Deodorant F",0
"2034",16126,"Deodorant F",0
"2035",16127,"Deodorant F",0
"2036",16140,"Deodorant F",0
"2037",16148,"Deodorant F",0
"2038",16155,"Deodorant F",0
"2039",16161,"Deodorant F",0
"2040",16196,"Deodorant F",0
"2041",16197,"Deodorant F",0
"2042",14100,"Deodorant G",0
"2043",14101,"Deodorant G",0
"2044",14102,"Deodorant G",1
"2045",14103,"Deodorant G",1
"2046",14104,"Deodorant G",0
"2047",14105,"Deodorant G",0
"2048",14106,"Deodorant G",1
"2049",14107,"Deodorant G",0
"2050",14108,"Deodorant G",1
"2051",14109,"Deodorant G",1
"2052",14110,"Deodorant G",0
"2053",14111,"Deodorant G",0
"2054",14112,"Deodorant G",0
"2055",14113,"Deodorant G",0
"2056",14114,"Deodorant G",0
"2057",14115,"Deodorant G",0
"2058",14116,"Deodorant G",1
"2059",14117,"Deodorant G",0
"2060",14118,"Deodorant G",0
"2061",14119,"Deodorant G",0
"2062",14120,"Deodorant G",0
"2063",14121,"Deodorant G",0
"2064",14122,"Deodorant G",1
"2065",14123,"Deodorant G",0
"2066",14124,"Deodorant G",0
"2067",14125,"Deodorant G",0
"2068",14126,"Deodorant G",1
"2069",14127,"Deodorant G",1
"2070",14128,"Deodorant G",0
"2071",14129,"Deodorant G",0
"2072",14130,"Deodorant G",0
"2073",14131,"Deodorant G",0
"2074",14132,"Deodorant G",0
"2075",14133,"Deodorant G",0
"2076",14134,"Deodorant G",0
"2077",14135,"Deodorant G",0
"2078",14136,"Deodorant G",0
"2079",14137,"Deodorant G",1
"2080",14138,"Deodorant G",0
"2081",14139,"Deodorant G",0
"2082",14140,"Deodorant G",0
"2083",14141,"Deodorant G",0
"2084",14142,"Deodorant G",0
"2085",14143,"Deodorant G",0
"2086",14144,"Deodorant G",0
"2087",14145,"Deodorant G",0
"2088",14146,"Deodorant G",1
"2089",14147,"Deodorant G",0
"2090",14148,"Deodorant G",0
"2091",14149,"Deodorant G",0
"2092",14150,"Deodorant G",0
"2093",14151,"Deodorant G",0
"2094",14152,"Deodorant G",0
"2095",14153,"Deodorant G",0
"2096",14154,"Deodorant G",0
"2097",14155,"Deodorant G",1
"2098",14156,"Deodorant G",0
"2099",14157,"Deodorant G",1
"2100",14158,"Deodorant G",0
"2101",14159,"Deodorant G",0
"2102",14160,"Deodorant G",1
"2103",14161,"Deodorant G",0
"2104",14162,"Deodorant G",0
"2105",14163,"Deodorant G",0
"2106",14164,"Deodorant G",0
"2107",14165,"Deodorant G",0
"2108",14166,"Deodorant G",0
"2109",14167,"Deodorant G",0
"2110",14168,"Deodorant G",1
"2111",14169,"Deodorant G",0
"2112",14170,"Deodorant G",0
"2113",14171,"Deodorant G",0
"2114",14172,"Deodorant G",0
"2115",14173,"Deodorant G",0
"2116",14174,"Deodorant G",0
"2117",14175,"Deodorant G",0
"2118",14176,"Deodorant G",0
"2119",14177,"Deodorant G",0
"2120",14178,"Deodorant G",0
"2121",14179,"Deodorant G",0
"2122",14180,"Deodorant G",0
"2123",14181,"Deodorant G",1
"2124",14182,"Deodorant G",0
"2125",14183,"Deodorant G",0
"2126",14184,"Deodorant G",0
"2127",14185,"Deodorant G",1
"2128",14186,"Deodorant G",0
"2129",14187,"Deodorant G",0
"2130",14188,"Deodorant G",0
"2131",14189,"Deodorant G",0
"2132",14190,"Deodorant G",0
"2133",14191,"Deodorant G",0
"2134",14192,"Deodorant G",1
"2135",14193,"Deodorant G",1
"2136",14194,"Deodorant G",1
"2137",14195,"Deodorant G",0
"2138",14196,"Deodorant G",0
"2139",14197,"Deodorant G",0
"2140",14198,"Deodorant G",1
"2141",14199,"Deodorant G",0
"2142",14200,"Deodorant G",1
"2143",14201,"Deodorant G",0
"2144",14202,"Deodorant G",0
"2145",14203,"Deodorant G",0
"2146",14204,"Deodorant G",1
"2147",14205,"Deodorant G",0
"2148",14206,"Deodorant G",0
"2149",14207,"Deodorant G",0
"2150",14208,"Deodorant G",1
"2151",14209,"Deodorant G",0
"2152",14210,"Deodorant G",0
"2153",14211,"Deodorant G",1
"2154",14212,"Deodorant G",0
"2155",14213,"Deodorant G",1
"2156",14214,"Deodorant G",0
"2157",14215,"Deodorant G",0
"2158",14216,"Deodorant G",0
"2159",14217,"Deodorant G",0
"2160",14218,"Deodorant G",1
"2161",14219,"Deodorant G",1
"2162",14220,"Deodorant G",0
"2163",14221,"Deodorant G",0
"2164",14222,"Deodorant G",0
"2165",14223,"Deodorant G",0
"2166",14224,"Deodorant G",1
"2167",14225,"Deodorant G",1
"2168",14226,"Deodorant G",0
"2169",14227,"Deodorant G",0
"2170",14228,"Deodorant G",0
"2171",14229,"Deodorant G",1
"2172",14230,"Deodorant G",0
"2173",14231,"Deodorant G",1
"2174",14232,"Deodorant G",1
"2175",14233,"Deodorant G",0
"2176",14234,"Deodorant G",0
"2177",14235,"Deodorant G",0
"2178",14236,"Deodorant G",0
"2179",14237,"Deodorant G",0
"2180",14238,"Deodorant G",0
"2181",14239,"Deodorant G",0
"2182",14240,"Deodorant G",1
"2183",14241,"Deodorant G",0
"2184",14242,"Deodorant G",0
"2185",14243,"Deodorant G",0
"2186",14244,"Deodorant G",0
"2187",14245,"Deodorant G",0
"2188",14246,"Deodorant G",0
"2189",14247,"Deodorant G",0
"2190",14248,"Deodorant G",0
"2191",14249,"Deodorant G",1
"2192",14250,"Deodorant G",1
"2193",14251,"Deodorant G",1
"2194",14252,"Deodorant G",0
"2195",14253,"Deodorant G",0
"2196",14254,"Deodorant G",0
"2197",14255,"Deodorant G",0
"2198",14256,"Deodorant G",0
"2199",14257,"Deodorant G",1
"2200",14258,"Deodorant G",0
"2201",14259,"Deodorant G",0
"2202",14260,"Deodorant G",0
"2203",14261,"Deodorant G",1
"2204",14262,"Deodorant G",1
"2205",14263,"Deodorant G",0
"2206",14264,"Deodorant G",1
"2207",14265,"Deodorant G",0
"2208",14266,"Deodorant G",1
"2209",14267,"Deodorant G",0
"2210",14268,"Deodorant G",0
"2211",14269,"Deodorant G",0
"2212",14270,"Deodorant G",0
"2213",14271,"Deodorant G",0
"2214",14272,"Deodorant G",0
"2215",14273,"Deodorant G",0
"2216",14274,"Deodorant G",0
"2217",14275,"Deodorant G",0
"2218",14276,"Deodorant G",0
"2219",14277,"Deodorant G",0
"2220",14278,"Deodorant G",1
"2221",14279,"Deodorant G",0
"2222",14280,"Deodorant G",0
"2223",14281,"Deodorant G",0
"2224",14282,"Deodorant G",0
"2225",14283,"Deodorant G",0
"2226",14284,"Deodorant G",0
"2227",14285,"Deodorant G",0
"2228",14286,"Deodorant G",1
"2229",14287,"Deodorant G",1
"2230",14288,"Deodorant G",0
"2231",14289,"Deodorant G",0
"2232",14290,"Deodorant G",0
"2233",14291,"Deodorant G",0
"2234",14292,"Deodorant G",0
"2235",14293,"Deodorant G",0
"2236",14294,"Deodorant G",0
"2237",14295,"Deodorant G",0
"2238",14296,"Deodorant G",0
"2239",14297,"Deodorant G",1
"2240",14298,"Deodorant G",0
"2241",14299,"Deodorant G",0
"2242",14300,"Deodorant G",1
"2243",14301,"Deodorant G",0
"2244",14302,"Deodorant G",1
"2245",14303,"Deodorant G",0
"2246",14304,"Deodorant G",1
"2247",14305,"Deodorant G",0
"2248",14306,"Deodorant G",0
"2249",14307,"Deodorant G",0
"2250",14308,"Deodorant G",0
"2251",14309,"Deodorant G",0
"2252",14310,"Deodorant G",0
"2253",14311,"Deodorant G",1
"2254",14312,"Deodorant G",0
"2255",14313,"Deodorant G",0
"2256",14314,"Deodorant G",0
"2257",14315,"Deodorant G",1
"2258",14316,"Deodorant G",0
"2259",14317,"Deodorant G",0
"2260",14318,"Deodorant G",0
"2261",14319,"Deodorant G",0
"2262",14320,"Deodorant G",0
"2263",14321,"Deodorant G",0
"2264",14322,"Deodorant G",0
"2265",14323,"Deodorant G",1
"2266",14324,"Deodorant G",1
"2267",14325,"Deodorant G",1
"2268",14326,"Deodorant G",0
"2269",14327,"Deodorant G",1
"2270",14328,"Deodorant G",1
"2271",14329,"Deodorant G",0
"2272",14330,"Deodorant G",0
"2273",14331,"Deodorant G",0
"2274",14332,"Deodorant G",0
"2275",14333,"Deodorant G",0
"2276",14334,"Deodorant G",0
"2277",14335,"Deodorant G",0
"2278",14336,"Deodorant G",1
"2279",14337,"Deodorant G",0
"2280",14338,"Deodorant G",0
"2281",14339,"Deodorant G",0
"2282",14340,"Deodorant G",0
"2283",14341,"Deodorant G",0
"2284",14342,"Deodorant G",1
"2285",14343,"Deodorant G",1
"2286",14344,"Deodorant G",0
"2287",14345,"Deodorant G",0
"2288",14346,"Deodorant G",0
"2289",14347,"Deodorant G",0
"2290",14348,"Deodorant G",1
"2291",14349,"Deodorant G",0
"2292",14350,"Deodorant G",1
"2293",14351,"Deodorant G",0
"2294",14352,"Deodorant G",0
"2295",14353,"Deodorant G",0
"2296",14354,"Deodorant G",1
"2297",14355,"Deodorant G",0
"2298",14356,"Deodorant G",0
"2299",14357,"Deodorant G",0
"2300",14358,"Deodorant G",0
"2301",14359,"Deodorant G",1
"2302",14360,"Deodorant G",0
"2303",14361,"Deodorant G",0
"2304",14362,"Deodorant G",0
"2305",14363,"Deodorant G",1
"2306",14364,"Deodorant G",1
"2307",14365,"Deodorant G",0
"2308",14366,"Deodorant G",0
"2309",14367,"Deodorant G",0
"2310",14368,"Deodorant G",1
"2311",14369,"Deodorant G",0
"2312",14370,"Deodorant G",0
"2313",14371,"Deodorant G",0
"2314",14372,"Deodorant G",1
"2315",14373,"Deodorant G",0
"2316",14374,"Deodorant G",0
"2317",14375,"Deodorant G",0
"2318",14376,"Deodorant G",0
"2319",14377,"Deodorant G",0
"2320",14378,"Deodorant G",0
"2321",14379,"Deodorant G",1
"2322",14380,"Deodorant G",1
"2323",14381,"Deodorant G",0
"2324",14382,"Deodorant G",0
"2325",14383,"Deodorant G",0
"2326",14384,"Deodorant G",0
"2327",14385,"Deodorant G",0
"2328",14386,"Deodorant G",0
"2329",14387,"Deodorant G",0
"2330",14388,"Deodorant G",0
"2331",14389,"Deodorant G",0
"2332",14390,"Deodorant G",0
"2333",14391,"Deodorant G",0
"2334",14392,"Deodorant G",0
"2335",14393,"Deodorant G",1
"2336",14394,"Deodorant G",0
"2337",14395,"Deodorant G",0
"2338",14396,"Deodorant G",0
"2339",14397,"Deodorant G",1
"2340",14398,"Deodorant G",0
"2341",14399,"Deodorant G",0
"2342",14400,"Deodorant G",0
"2343",14401,"Deodorant G",1
"2344",14402,"Deodorant G",0
"2345",14403,"Deodorant G",0
"2346",14404,"Deodorant G",0
"2347",14405,"Deodorant G",0
"2348",14406,"Deodorant G",0
"2349",14407,"Deodorant G",0
"2350",14408,"Deodorant G",1
"2351",14409,"Deodorant G",0
"2352",14410,"Deodorant G",0
"2353",14411,"Deodorant G",0
"2354",14412,"Deodorant G",0
"2355",14413,"Deodorant G",0
"2356",14414,"Deodorant G",0
"2357",14415,"Deodorant G",0
"2358",14416,"Deodorant G",0
"2359",14417,"Deodorant G",1
"2360",14418,"Deodorant G",0
"2361",14419,"Deodorant G",0
"2362",14420,"Deodorant G",0
"2363",14421,"Deodorant G",0
"2364",14422,"Deodorant G",0
"2365",14423,"Deodorant G",0
"2366",14424,"Deodorant G",0
"2367",14425,"Deodorant G",0
"2368",14426,"Deodorant G",0
"2369",14427,"Deodorant G",1
"2370",14428,"Deodorant G",0
"2371",14429,"Deodorant G",0
"2372",14430,"Deodorant G",0
"2373",14431,"Deodorant G",1
"2374",14432,"Deodorant G",0
"2375",14433,"Deodorant G",0
"2376",14434,"Deodorant G",0
"2377",14435,"Deodorant G",0
"2378",14436,"Deodorant G",0
"2379",14437,"Deodorant G",1
"2380",14438,"Deodorant G",0
"2381",14439,"Deodorant G",0
"2382",14440,"Deodorant G",0
"2383",14441,"Deodorant G",0
"2384",14442,"Deodorant G",0
"2385",14443,"Deodorant G",1
"2386",14444,"Deodorant G",0
"2387",14445,"Deodorant G",0
"2388",14446,"Deodorant G",0
"2389",14447,"Deodorant G",0
"2390",14448,"Deodorant G",0
"2391",14449,"Deodorant G",0
"2392",14450,"Deodorant G",0
"2393",14451,"Deodorant G",0
"2394",14452,"Deodorant G",0
"2395",14453,"Deodorant G",0
"2396",14454,"Deodorant G",1
"2397",14455,"Deodorant G",1
"2398",14456,"Deodorant G",1
"2399",14457,"Deodorant G",0
"2400",14458,"Deodorant G",0
"2401",14459,"Deodorant G",1
"2402",14460,"Deodorant G",1
"2403",14461,"Deodorant G",0
"2404",14462,"Deodorant G",0
"2405",14463,"Deodorant G",0
"2406",14464,"Deodorant G",1
"2407",14465,"Deodorant G",0
"2408",14466,"Deodorant G",1
"2409",14467,"Deodorant G",0
"2410",14468,"Deodorant G",0
"2411",14469,"Deodorant G",0
"2412",14470,"Deodorant G",0
"2413",14471,"Deodorant G",0
"2414",14472,"Deodorant G",1
"2415",14473,"Deodorant G",0
"2416",14474,"Deodorant G",0
"2417",14475,"Deodorant G",0
"2418",14476,"Deodorant G",1
"2419",14477,"Deodorant G",1
"2420",14478,"Deodorant G",1
"2421",14479,"Deodorant G",0
"2422",14480,"Deodorant G",1
"2423",14481,"Deodorant G",0
"2424",14482,"Deodorant G",0
"2425",14483,"Deodorant G",0
"2426",14484,"Deodorant G",0
"2427",14485,"Deodorant G",0
"2428",14486,"Deodorant G",1
"2429",14487,"Deodorant G",0
"2430",14488,"Deodorant G",0
"2431",14489,"Deodorant G",1
"2432",14490,"Deodorant G",1
"2433",14491,"Deodorant G",0
"2434",14492,"Deodorant G",0
"2435",14493,"Deodorant G",0
"2436",14494,"Deodorant G",1
"2437",14495,"Deodorant G",1
"2438",14496,"Deodorant G",1
"2439",14497,"Deodorant G",0
"2440",14498,"Deodorant G",1
"2441",14499,"Deodorant G",0
"2442",14500,"Deodorant G",0
"2443",14501,"Deodorant G",0
"2444",14502,"Deodorant G",0
"2445",14503,"Deodorant G",1
"2446",14504,"Deodorant G",0
"2447",14505,"Deodorant G",0
"2448",14506,"Deodorant G",0
"2449",14507,"Deodorant G",0
"2450",14508,"Deodorant G",0
"2451",14509,"Deodorant G",1
"2452",14510,"Deodorant G",1
"2453",14511,"Deodorant G",0
"2454",14512,"Deodorant G",0
"2455",14513,"Deodorant G",1
"2456",14514,"Deodorant G",1
"2457",14515,"Deodorant G",0
"2458",14516,"Deodorant G",0
"2459",14517,"Deodorant G",0
"2460",14518,"Deodorant G",1
"2461",14519,"Deodorant G",0
"2462",14520,"Deodorant G",0
"2463",14521,"Deodorant G",0
"2464",14522,"Deodorant G",0
"2465",14523,"Deodorant G",0
"2466",14524,"Deodorant G",0
"2467",14525,"Deodorant G",0
"2468",14526,"Deodorant G",0
"2469",14527,"Deodorant G",0
"2470",14528,"Deodorant G",0
"2471",14529,"Deodorant G",1
"2472",14530,"Deodorant G",0
"2473",14531,"Deodorant G",0
"2474",14532,"Deodorant G",0
"2475",14533,"Deodorant G",0
"2476",14534,"Deodorant G",0
"2477",14535,"Deodorant G",0
"2478",14536,"Deodorant G",0
"2479",14537,"Deodorant G",0
"2480",14538,"Deodorant G",0
"2481",14539,"Deodorant G",1
"2482",14540,"Deodorant G",0
"2483",14541,"Deodorant G",0
"2484",14542,"Deodorant G",0
"2485",14543,"Deodorant G",0
"2486",14544,"Deodorant G",0
"2487",14545,"Deodorant G",1
"2488",14546,"Deodorant G",0
"2489",14547,"Deodorant G",0
"2490",14548,"Deodorant G",0
"2491",14549,"Deodorant G",0
"2492",14550,"Deodorant G",1
"2493",14551,"Deodorant G",1
"2494",14552,"Deodorant G",0
"2495",14553,"Deodorant G",0
"2496",14554,"Deodorant G",1
"2497",14555,"Deodorant G",0
"2498",14556,"Deodorant G",0
"2499",14557,"Deodorant G",1
"2500",14558,"Deodorant G",0
"2501",14559,"Deodorant G",1
"2502",14560,"Deodorant G",0
"2503",14561,"Deodorant G",0
"2504",14562,"Deodorant G",0
"2505",14563,"Deodorant G",1
"2506",14564,"Deodorant G",0
"2507",14565,"Deodorant G",1
"2508",14566,"Deodorant G",0
"2509",14567,"Deodorant G",0
"2510",14568,"Deodorant G",1
"2511",14569,"Deodorant G",0
"2512",14570,"Deodorant G",0
"2513",14571,"Deodorant G",1
"2514",14572,"Deodorant G",0
"2515",14573,"Deodorant G",0
"2516",14574,"Deodorant G",0
"2517",14575,"Deodorant G",1
"2518",14576,"Deodorant G",0
"2519",14577,"Deodorant G",0
"2520",14578,"Deodorant G",0
"2521",14579,"Deodorant G",0
