Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.3,q8.4,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.14,q8.15,q8.16,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.8,s13a.h.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
9591,344,Deodorant H,0,5,3,5,5,2,3,2,2,4,3,4,4,4,4,5,4,5,1,5,4,1,4,1,3,5,1,4,3,0,0,1,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,2,3,4,8,7,4,1,4,3,3,2,0,0,3
9592,344,Deodorant H,0,6,2,3,1,1,4,2,2,1,4,2,2,4,3,5,5,4,1,4,4,2,3,3,3,3,3,1,4,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,5,3,3,4,8,2,4,1,3,4,2,2,0,0,6
9593,344,Deodorant H,0,6,1,3,3,5,4,2,3,1,4,5,3,5,5,4,3,2,1,5,4,4,4,1,2,5,2,1,2,0,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,4,5,3,3,7,3,6,4,1,3,2,1,1,0,0,3
9594,344,Deodorant H,1,3,0,3,2,5,1,5,4,1,1,2,5,5,5,2,5,3,1,2,5,4,2,4,1,1,3,3,1,4,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,2,2,6,7,2,4,1,4,7,1,1,0,0,6
9595,344,Deodorant H,0,5,1,3,1,5,1,1,1,1,5,5,4,5,5,2,5,4,1,5,2,4,2,5,1,3,4,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,5,3,1,6,10,2,4,1,3,4,1,1,0,0,5
9596,344,Deodorant H,0,5,1,5,4,4,2,3,4,1,3,3,3,5,2,3,3,4,2,3,1,2,3,5,4,5,5,4,3,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,1,4,2,3,7,8,2,4,1,3,6,1,2,0,0,2
9597,344,Deodorant H,0,6,2,3,1,1,2,3,2,3,5,2,2,2,2,2,5,5,1,4,5,3,1,2,4,3,2,4,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,3,1,7,3,3,4,2,3,10,2,1,0,0,3
9598,344,Deodorant H,0,6,1,4,1,4,2,4,5,1,4,2,4,5,4,4,3,4,4,4,4,3,4,2,3,1,5,4,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,3,4,7,4,4,1,3,2,3,1,0.5,0,4
9599,344,Deodorant H,1,3,1,3,5,4,4,3,4,1,2,5,4,5,4,5,5,5,1,3,3,2,2,5,4,3,1,5,1,2,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,5,3,3,3,5,6,5,4,2,3,9,2,1,0.25,0,3
9600,344,Deodorant H,0,5,1,5,5,1,4,1,1,1,3,4,5,1,1,4,4,5,5,5,5,1,2,4,1,4,3,4,3,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,2,3,6,2,2,4,3,3,3,2,1,0,0,3
9601,344,Deodorant H,0,5,0,3,1,4,4,3,2,3,5,2,3,5,3,2,5,4,1,5,1,3,5,3,2,5,5,2,1,2,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,3,3,6,5,2,4,2,4,3,3,5,0,0,3
9602,344,Deodorant H,1,2,0,4,2,5,3,3,3,3,3,5,2,5,5,3,5,2,1,5,3,1,1,4,4,5,3,4,3,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,3,3,8,5,4,1,4,2,1,4,0,0,1
9603,344,Deodorant H,0,6,0,3,3,3,2,1,5,5,3,3,1,5,4,1,3,5,1,5,4,1,1,4,5,2,5,3,3,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,2,3,3,1,7,4,4,3,5,2,1,0,0,2
9604,344,Deodorant H,1,3,1,3,2,4,2,1,2,1,2,2,4,5,5,3,5,3,3,5,3,1,3,1,1,3,3,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,5,3,3,5,6,2,4,2,3,6,2,1,0.333333333,0,3
9605,344,Deodorant H,0,6,1,3,5,5,5,1,2,2,5,4,4,5,1,1,5,3,2,4,4,5,1,5,5,3,5,3,4,1,0,0,,,1,0,0,,,,1,0,0,,,,,,0,0,5,1,1,2,4,7,2,4,5,2,2,1,1,0,1,3
9606,344,Deodorant H,0,6,1,4,4,3,1,2,3,4,3,1,3,1,5,2,4,4,3,4,4,3,3,3,1,5,4,4,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,3,7,3,7,4,1,2,4,1,2,0,0,1
9607,344,Deodorant H,0,5,0,3,4,5,4,5,5,2,4,2,2,5,5,1,4,4,2,2,1,2,3,1,4,5,4,3,4,4,0,0,,,0,0,1,,,,0,0,0,,,,,,0,0,4,4,3,1,5,5,5,4,3,4,6,1,1,0.5,0,6
9608,344,Deodorant H,0,5,3,3,1,3,2,2,1,3,4,4,2,4,4,2,1,3,1,4,1,5,3,4,4,5,3,4,3,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,3,2,7,2,4,3,2,3,2,6,0,0,4
9609,344,Deodorant H,0,6,0,3,2,4,3,3,2,5,5,5,2,5,5,1,2,5,2,3,4,2,3,4,3,3,4,4,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,3,3,6,8,7,4,3,5,9,1,1,0,0,1
9610,344,Deodorant H,0,6,1,3,1,3,2,1,5,1,4,3,5,2,5,5,4,2,3,4,4,2,5,2,3,5,4,5,3,1,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,1,2,3,3,6,7,2,4,1,3,4,3,2,0.25,0,3
9611,344,Deodorant H,0,6,2,3,1,3,5,2,2,1,2,4,2,4,2,5,3,4,3,3,2,3,2,1,3,5,3,4,4,0,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,2,2,3,3,5,7,7,4,1,3,10,1,1,0,0,1
9612,344,Deodorant H,1,1,2,3,2,3,4,3,4,2,4,4,1,2,4,3,5,5,1,3,3,1,5,3,3,5,4,5,3,2,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,1,1,1,1,3,7,4,4,1,4,10,2,1,0,0,5
9613,344,Deodorant H,0,7,0,3,2,4,4,1,3,2,3,4,5,2,4,1,1,4,3,1,4,3,2,4,3,3,4,1,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,4,2,3,4,6,2,4,2,3,5,1,1,0,1,3
9614,344,Deodorant H,0,5,1,4,1,4,4,2,2,1,5,5,5,3,5,3,4,3,5,4,3,3,3,5,5,5,1,5,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,5,3,3,7,10,2,4,2,2,7,1,1,0,0,4
9615,344,Deodorant H,0,6,4,3,2,4,3,1,4,2,1,3,5,5,5,3,5,3,2,4,2,5,4,2,5,5,3,3,4,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,2,3,1,3,7,4,5,4,5,1,1,0,1,2
9616,344,Deodorant H,1,2,1,5,2,5,1,3,3,4,4,2,5,4,4,2,4,5,4,5,4,3,4,5,4,5,5,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,1,1,8,6,4,1,3,5,1,1,0,0,5
9617,344,Deodorant H,0,6,3,3,1,4,4,2,3,2,1,1,5,3,5,1,5,2,4,5,3,3,3,4,4,5,5,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,3,3,6,1,7,4,3,3,8,1,1,0.125,0,4
9618,344,Deodorant H,0,6,1,4,2,4,1,2,5,1,1,5,5,1,4,5,3,2,3,5,3,4,3,2,5,3,2,2,5,1,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,1,4,3,2,6,8,3,4,1,3,8,1,4,0.25,0,1
9619,344,Deodorant H,0,6,0,3,5,4,3,3,5,1,4,3,3,5,1,1,3,4,2,4,4,4,4,2,2,3,3,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,5,3,2,1,7,3,2,4,4,4,2,1,2,0,0,2
9620,344,Deodorant H,0,7,2,3,2,2,3,2,3,4,5,4,5,5,5,5,3,2,1,2,3,1,2,3,4,5,1,4,1,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,3,1,6,9,2,4,1,2,10,2,1,0,0,1
9621,344,Deodorant H,0,6,1,2,2,5,1,2,3,2,5,5,3,5,5,2,5,3,3,3,5,1,1,1,1,5,3,5,5,1,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,3,6,7,5,4,4,2,3,2,1,0.2,1,1
9622,344,Deodorant H,0,6,0,4,3,5,4,4,4,1,4,3,2,1,4,1,5,5,1,5,3,1,3,5,3,3,5,4,3,0,1,0,,,0,0,1,,,,0,0,0,,,,,,0,0,5,5,3,3,6,4,2,4,2,3,4,2,2,0,0,2
9623,344,Deodorant H,1,4,0,4,3,5,4,3,4,4,1,5,5,1,5,4,3,4,1,4,2,2,5,2,1,4,3,3,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,3,1,6,10,2,4,3,2,4,2,1,0.333333333,0,2
9624,344,Deodorant H,0,7,0,3,1,4,5,1,5,4,2,4,1,5,1,1,3,3,1,2,4,1,2,3,4,2,3,2,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,1,2,2,4,2,4,1,2,2,1,1,0,1,2
9625,344,Deodorant H,0,6,0,3,3,3,4,1,2,1,4,1,3,5,4,5,3,5,1,4,1,2,1,5,4,3,4,5,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,3,5,9,4,4,1,2,5,2,3,0,0,3
9626,344,Deodorant H,0,7,2,3,4,2,5,1,4,1,1,3,5,5,3,2,3,5,1,4,2,4,2,4,4,4,1,4,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,3,1,5,5,2,4,1,2,4,1,1,1,1,4
9627,344,Deodorant H,1,1,1,3,1,5,2,5,5,1,4,5,5,4,1,1,5,4,1,5,5,1,4,4,5,3,2,4,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,2,3,4,2,4,1,3,10,2,1,0,0,1
9628,344,Deodorant H,0,5,0,3,2,3,5,3,4,2,2,5,2,1,3,1,5,4,2,4,3,3,1,1,5,5,4,2,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,5,1,1,5,9,2,4,1,3,3,2,1,0,1,4
9629,344,Deodorant H,0,6,0,3,3,4,4,2,2,3,3,3,1,5,3,2,5,2,3,1,3,1,4,3,3,4,4,2,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,2,3,3,7,7,4,3,2,4,1,1,0,0,4
9630,344,Deodorant H,0,6,1,3,4,4,4,3,4,5,2,3,4,1,3,2,5,5,5,2,3,3,3,2,2,4,3,2,5,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,1,5,9,2,4,1,4,4,2,2,0.5,1,1
9631,344,Deodorant H,0,5,2,2,5,5,3,1,5,1,3,5,4,4,3,3,4,4,5,5,5,1,2,3,5,5,4,4,2,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,5,4,3,3,7,6,2,4,2,2,3,2,1,0.166666667,0,4
9632,344,Deodorant H,0,5,1,3,3,5,4,3,5,1,4,4,3,3,1,4,4,4,3,4,4,5,5,5,2,4,4,2,5,2,0,0,,,0,0,1,,,,0,0,1,,,,,,0,0,5,1,1,2,7,10,3,4,1,5,2,2,2,0,0,4
9633,344,Deodorant H,0,6,2,3,2,5,4,3,5,2,4,5,5,4,4,1,4,3,1,5,5,3,2,4,2,4,5,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,3,3,6,7,7,4,1,3,3,1,6,0,0,4
9634,344,Deodorant H,0,6,2,3,4,4,3,3,1,1,3,5,2,5,4,4,4,5,1,4,4,1,5,5,4,5,1,2,2,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,2,3,7,8,2,4,1,4,8,2,1,0,0,3
9635,344,Deodorant H,0,6,1,3,4,4,5,1,3,4,1,2,5,5,4,4,4,1,1,4,4,4,3,1,1,5,3,5,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,3,3,7,7,7,4,1,3,3,2,1,0,0,1
9636,344,Deodorant H,0,7,2,5,2,4,4,3,4,2,5,2,5,4,2,2,5,5,1,5,3,2,3,2,5,5,2,5,2,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,4,2,2,6,3,7,4,1,3,6,2,1,0.333333333,0,2
9637,344,Deodorant H,0,5,1,3,3,3,3,1,4,1,4,3,4,5,3,2,4,5,2,3,4,2,3,2,4,3,3,5,1,2,0,1,,,0,0,0,,,,0,0,0,,,,,,0,0,2,3,3,3,6,5,2,4,1,2,2,2,3,0.2,0,2
9638,344,Deodorant H,0,6,1,3,1,4,2,2,3,1,4,3,2,3,3,5,4,4,1,5,5,1,3,4,1,4,1,3,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,1,2,9,7,4,4,3,6,2,1,0,0,5
9639,344,Deodorant H,1,3,0,3,2,5,2,2,5,4,5,4,5,5,2,1,3,4,1,3,4,2,2,3,5,5,4,4,1,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,1,6,6,2,4,2,2,5,2,1,0.2,0,3
9640,344,Deodorant H,0,6,1,4,2,4,4,2,4,4,5,4,4,4,5,4,3,5,1,1,5,3,4,4,1,5,4,3,3,0,0,0,,,0,1,0,,,,0,1,0,,,,,,0,0,4,4,3,3,4,6,7,4,1,5,10,2,6,0,1,2
9641,344,Deodorant H,1,4,0,3,4,5,4,2,3,1,4,5,4,5,5,3,4,5,4,5,5,5,4,3,4,4,5,2,5,1,0,0,,,0,0,1,,,,0,0,0,,,,,,0,0,2,5,2,3,5,9,2,4,1,2,7,1,1,0.333333333,0,4
9642,344,Deodorant H,0,7,0,3,2,5,5,1,2,2,5,5,5,5,5,4,5,2,5,4,4,4,2,2,5,3,4,3,1,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,1,2,7,5,5,4,1,4,4,2,1,0,0,2
9643,344,Deodorant H,1,4,2,3,1,2,2,1,2,2,4,4,3,1,4,1,3,2,3,4,4,3,5,2,5,1,4,5,2,3,0,0,,,0,0,1,,,,0,0,0,,,,,,0,0,5,1,3,2,5,9,2,4,1,4,3,2,1,0.25,0,5
9644,344,Deodorant H,0,6,0,4,1,5,4,1,3,1,2,3,2,4,4,1,3,4,1,5,3,1,1,1,2,5,5,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,3,3,5,9,2,4,2,4,2,2,1,1,1,2
9645,344,Deodorant H,0,5,1,3,2,5,5,3,5,1,1,4,4,3,5,5,2,3,1,5,4,2,2,4,4,5,5,4,3,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,3,3,6,8,4,4,1,3,2,1,1,0,0,3
9646,344,Deodorant H,0,5,0,5,2,5,3,4,2,1,2,2,5,5,1,3,1,1,1,5,4,1,1,4,2,5,4,3,3,2,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,4,5,3,1,6,8,2,4,1,4,5,1,1,0,1,3
9647,344,Deodorant H,0,5,2,3,3,2,5,5,2,4,4,5,5,5,3,1,5,4,1,3,1,2,4,1,3,2,3,4,2,3,0,0,,,0,1,0,,,,0,1,0,,,,,,0,0,4,3,1,1,5,7,5,4,1,3,4,2,1,0,0,4
9648,344,Deodorant H,0,6,1,3,3,4,3,2,3,1,3,5,5,5,5,4,3,2,1,3,3,4,1,1,4,5,5,3,4,2,0,1,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,1,1,7,5,7,4,1,2,8,1,1,0.5,0,1
9649,344,Deodorant H,1,1,0,3,1,4,5,2,1,4,5,5,4,5,2,5,4,5,1,4,5,2,2,5,2,3,3,5,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,2,2,2,4,7,7,4,1,2,4,2,6,0,0,2
9650,344,Deodorant H,0,5,3,1,1,5,4,4,4,3,2,5,3,1,5,1,4,5,4,2,2,2,3,3,5,4,5,4,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,2,3,1,3,9,6,4,1,5,10,2,1,0,1,3
9651,344,Deodorant H,0,6,2,3,2,4,3,1,5,2,4,4,1,5,4,1,3,3,1,4,5,1,5,2,1,4,4,3,5,0,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,1,2,3,2,1,6,7,4,3,2,4,2,2,0,0,6
9652,344,Deodorant H,0,5,2,3,1,5,1,1,3,3,5,1,3,4,3,1,2,4,2,3,4,5,2,2,3,4,2,4,5,4,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,5,3,3,3,4,3,2,4,1,4,3,1,4,0,0,5
9653,344,Deodorant H,0,6,3,4,1,5,4,2,2,2,4,4,5,3,5,2,4,4,1,4,3,1,5,3,3,2,5,4,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,2,3,4,9,5,4,1,4,7,2,2,0,1,3
9654,344,Deodorant H,0,7,1,4,1,1,3,2,2,4,1,5,1,2,5,2,1,4,2,4,3,2,5,2,5,4,1,1,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,3,7,2,2,4,1,6,3,2,1,0,0,1
9655,344,Deodorant H,1,4,2,3,2,4,4,2,1,1,4,5,5,3,4,1,3,3,2,4,4,1,1,2,3,4,1,4,4,3,0,1,,,0,0,0,,,,0,0,0,,,,,,0,1,1,4,2,3,3,3,7,4,3,2,3,1,1,0,0,5
9656,344,Deodorant H,0,5,0,3,4,4,4,2,2,1,3,5,5,5,4,5,3,1,1,4,3,4,2,4,5,5,5,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,1,3,5,1,6,4,1,3,5,2,5,0,1,5
9657,344,Deodorant H,0,6,3,3,1,1,1,1,3,2,5,4,5,5,4,3,4,1,1,3,3,5,5,5,3,5,5,5,5,1,0,0,,,1,0,0,,,,1,0,0,,,,,,0,0,4,5,1,2,6,6,2,4,4,4,4,2,2,0,0,2
9658,344,Deodorant H,0,6,0,5,1,1,4,2,3,1,5,5,5,4,5,2,4,4,2,4,5,3,5,1,1,3,1,4,4,-2,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,4,1,1,3,5,3,2,4,1,5,2,1,6,0.125,0,4
9659,344,Deodorant H,0,6,2,4,1,2,1,5,5,1,4,5,2,5,5,2,5,5,4,4,1,3,3,2,3,5,3,2,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,4,3,3,3,8,2,4,1,5,6,1,2,0,0,4
9660,344,Deodorant H,0,6,1,5,3,5,4,4,5,2,4,3,5,4,5,1,3,5,1,5,1,1,4,2,5,4,4,5,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,2,3,6,8,6,4,3,5,3,2,1,0,0,3
9661,344,Deodorant H,0,6,1,3,4,2,5,2,2,4,4,1,2,4,5,5,5,4,3,5,3,4,3,5,1,5,3,4,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,2,1,7,7,5,4,3,5,3,1,1,0.333333333,0,2
9662,344,Deodorant H,0,7,2,3,4,3,3,1,2,2,2,5,4,4,3,1,5,5,3,3,5,5,2,1,3,4,4,2,4,1,0,1,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,1,3,5,6,5,4,1,2,2,2,2,0.2,0,3
9663,344,Deodorant H,0,6,2,3,2,3,3,2,3,1,4,4,5,5,4,5,1,3,1,3,4,3,5,2,5,5,1,1,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,1,6,9,1,4,2,4,4,2,1,0,0,3
9664,344,Deodorant H,0,5,1,3,2,5,4,3,3,2,4,1,3,5,5,4,1,3,3,4,5,3,1,3,2,3,2,2,3,1,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,5,5,3,1,1,5,5,4,2,4,7,2,1,0,1,2
9665,344,Deodorant H,0,6,1,5,1,3,3,3,4,2,5,4,2,3,4,3,1,5,2,2,5,4,1,1,2,2,5,4,4,2,0,0,,,0,0,1,,,,0,0,0,,,,,,0,0,4,5,3,3,7,7,2,4,1,3,2,1,1,0.25,0,4
9666,344,Deodorant H,0,7,1,4,1,4,4,1,5,2,2,5,4,5,4,1,2,4,4,1,5,2,1,1,1,2,5,1,2,1,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,2,2,1,1,6,9,3,4,2,4,7,2,1,0.5,0,3
9667,344,Deodorant H,0,5,2,3,2,5,2,1,1,2,3,5,4,5,2,4,1,5,1,5,4,2,2,2,3,4,2,3,1,2,0,0,,,0,0,1,,,,0,1,0,,,,,,0,1,5,1,1,3,5,7,1,4,1,3,6,2,2,0,0,2
9668,344,Deodorant H,1,1,3,4,3,4,5,3,3,3,4,5,3,4,5,1,4,5,5,5,2,5,1,2,2,3,3,5,4,0,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,3,4,6,2,4,2,3,6,2,2,0,0,3
9669,344,Deodorant H,1,1,0,3,5,3,5,5,2,4,5,5,4,5,5,3,4,4,1,4,2,4,3,3,2,5,3,3,4,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,3,3,1,7,7,3,4,3,4,3,2,1,0,1,1
9670,344,Deodorant H,1,1,0,3,3,5,3,5,5,3,3,4,5,4,3,3,5,2,1,4,1,5,4,1,4,3,3,4,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,3,3,7,1,7,4,2,4,7,1,1,0.333333333,0,6
9671,344,Deodorant H,0,7,0,3,1,3,1,1,3,1,1,4,4,5,1,4,2,5,1,3,5,1,1,2,2,3,5,4,3,2,0,1,,,0,0,0,,,,0,0,1,,,,,,0,0,1,2,2,3,6,8,5,4,3,6,4,2,2,0.5,0,5
9672,344,Deodorant H,0,5,1,3,2,4,4,2,4,2,4,5,1,5,5,1,3,4,4,5,1,5,3,5,5,4,1,4,4,1,0,1,,,0,0,0,,,,0,0,1,,,,,,0,0,5,1,3,3,6,10,2,4,1,2,3,3,1,0,0,6
9673,344,Deodorant H,0,6,1,5,5,3,2,2,3,4,4,4,4,4,5,2,4,4,3,3,5,3,2,3,3,4,3,1,1,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,3,3,2,5,10,6,4,1,4,5,1,1,0,0,2
9674,344,Deodorant H,0,7,0,3,4,4,5,5,4,5,4,5,3,5,3,4,4,5,1,1,1,1,3,5,3,2,5,4,2,3,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,5,2,1,2,5,10,2,4,1,4,6,2,2,0,0,1
9675,344,Deodorant H,0,5,0,3,4,3,4,5,3,2,5,5,4,5,4,1,5,4,1,4,1,1,4,4,1,4,3,3,1,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,1,3,2,7,5,4,3,3,3,2,1,0.25,0,1
9676,344,Deodorant H,0,5,2,5,1,3,1,4,3,1,3,4,5,4,4,2,4,5,2,5,4,4,5,3,5,3,2,3,4,5,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,3,5,3,3,4,1,4,4,1,1,0,0,3
9677,344,Deodorant H,0,5,2,3,1,5,2,1,4,3,3,5,3,3,5,1,3,3,1,4,4,1,2,4,4,1,5,4,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,1,3,5,6,6,4,1,3,5,1,2,0,0,3
9678,344,Deodorant H,1,4,2,5,1,5,2,1,4,2,2,4,5,4,2,1,5,4,1,3,1,4,2,4,5,5,5,5,2,2,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,4,5,1,1,3,8,5,4,3,3,2,1,1,0,0,6
9679,344,Deodorant H,0,5,2,3,1,3,4,1,2,4,4,5,5,4,4,1,4,5,1,1,4,1,3,2,4,2,1,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,4,2,3,2,7,5,4,1,3,2,2,1,0,0,6
9680,344,Deodorant H,0,7,2,3,1,3,2,3,4,2,5,4,1,5,3,5,4,5,1,3,5,1,2,1,4,5,1,3,5,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,3,2,4,2,5,4,1,3,2,2,1,0,0,2
9681,344,Deodorant H,0,6,0,3,1,5,5,2,4,2,3,1,2,3,5,5,4,5,1,1,3,4,2,5,5,2,5,4,1,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,1,2,5,9,5,4,1,5,8,1,2,0,1,6
9682,344,Deodorant H,1,4,1,4,1,4,3,4,1,1,5,1,3,5,4,4,5,5,1,2,5,3,1,1,5,4,5,1,1,2,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,5,1,3,1,6,9,2,4,5,3,7,2,6,0,0,2
9683,344,Deodorant H,0,5,3,3,2,5,5,2,5,1,2,5,4,4,5,3,5,5,1,5,5,4,5,1,3,5,1,5,2,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,1,7,9,4,4,1,4,5,2,1,0.5,1,3
9684,344,Deodorant H,1,1,3,3,4,4,5,1,5,4,4,5,3,4,4,3,4,5,1,4,1,5,2,3,2,1,3,5,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,1,3,6,9,2,4,1,4,6,1,4,0,0,1
9685,344,Deodorant H,1,4,1,3,2,3,5,1,4,1,4,5,4,1,3,1,1,2,3,3,1,2,5,4,4,5,5,4,2,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,2,1,6,9,2,4,1,2,7,2,1,0.5,0,1
9686,344,Deodorant H,0,5,2,3,1,4,5,1,5,2,4,3,3,3,4,2,5,5,1,4,4,1,5,1,5,5,4,5,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,1,6,8,7,4,1,5,4,1,2,0,1,3
9687,344,Deodorant H,1,4,3,4,1,4,5,1,4,3,5,5,4,5,4,1,5,4,2,5,1,4,3,2,4,3,4,5,4,0,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,3,3,3,3,4,9,7,4,1,2,10,3,1,0,0,1
9688,344,Deodorant H,0,7,1,3,4,4,5,5,5,3,4,4,3,2,1,2,5,2,1,5,3,5,5,2,4,3,5,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,1,2,3,6,8,5,4,4,4,4,2,1,0,0,1
