Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.3,q8.4,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.14,q8.15,q8.16,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.7,s13a.g.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
13793,974,Deodorant G,0,5,3,4,4,2,4,3,3,2,3,1,4,4,5,4,2,5,1,5,3,5,5,2,4,4,3,3,2,1,0,0,,,0,0,0,,,,0,1,0,,,,0,,0,,4,2,3,1,7,2,2,4,1,3,10,2,2,0,0,1
13794,974,Deodorant G,0,6,1,4,1,5,3,4,5,1,5,1,5,3,1,4,5,5,4,5,3,2,3,5,5,3,5,4,2,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,2,1,2,4,6,2,4,1,2,3,2,4,0,0,3
13795,974,Deodorant G,0,5,0,3,2,4,1,2,5,4,5,5,4,4,5,2,2,5,2,5,4,5,2,5,2,1,5,5,3,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,5,2,1,6,10,2,4,1,3,4,3,1,0,0,6
13796,974,Deodorant G,0,6,0,3,4,1,1,1,4,2,5,2,4,1,3,3,4,3,4,3,4,4,1,2,4,4,5,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,1,3,1,5,4,2,4,1,3,4,2,1,0,0,4
13797,974,Deodorant G,0,6,3,3,1,3,5,1,1,4,1,4,5,4,4,4,2,5,1,5,5,1,2,5,4,5,3,5,3,1,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,4,1,1,1,4,3,7,4,5,3,5,1,1,0,0,2
13798,974,Deodorant G,0,6,2,3,4,5,3,3,1,1,2,4,4,3,1,3,5,5,1,5,5,2,3,3,4,3,2,3,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,3,3,3,6,7,2,4,2,2,6,2,1,0,0,2
13799,974,Deodorant G,1,4,0,3,2,4,4,4,2,4,5,3,2,3,1,2,4,4,5,4,5,3,2,3,4,5,1,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,5,5,3,2,6,8,3,4,1,5,7,1,1,0,0,3
13800,974,Deodorant G,0,5,0,3,2,4,5,1,2,2,5,5,4,5,1,5,1,3,1,4,2,3,5,1,4,3,2,5,5,4,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,3,3,5,9,4,4,3,2,10,3,1,0.5,0,1
13801,974,Deodorant G,0,6,1,3,2,4,5,1,4,4,5,3,5,4,1,4,5,3,1,4,5,3,3,1,3,1,5,3,5,0,1,1,,,0,0,0,,,,0,0,0,,,,1,,0,,5,3,3,2,2,7,5,4,1,2,2,2,1,0,0,4
13802,974,Deodorant G,0,5,2,4,2,2,3,1,1,4,3,4,1,4,3,3,5,4,5,4,1,5,2,1,1,2,4,2,3,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,3,3,1,1,2,2,4,2,4,5,1,1,0,0,3
13803,974,Deodorant G,0,5,1,3,1,4,3,1,5,1,2,4,4,5,5,3,5,4,1,4,2,1,3,1,4,3,1,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,3,3,3,7,9,2,4,1,4,10,2,2,0,0,3
13804,974,Deodorant G,0,6,0,3,3,4,4,1,1,1,3,3,5,5,3,1,4,3,5,5,5,5,2,4,3,5,4,5,3,-1,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,4,3,3,2,1,7,2,4,1,4,3,2,1,0,0,2
13805,974,Deodorant G,0,7,2,3,1,5,5,2,2,5,1,2,5,5,3,3,4,4,2,4,5,5,2,2,4,2,5,4,2,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,3,3,7,10,7,4,1,3,2,2,1,0,0,3
13806,974,Deodorant G,0,5,1,3,5,5,4,3,5,2,2,4,5,4,5,2,2,5,2,1,1,3,1,1,2,2,2,5,3,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,4,3,3,4,7,2,4,2,5,6,1,5,0,0,4
13807,974,Deodorant G,0,6,2,3,4,5,4,1,5,1,5,4,4,4,1,4,4,5,2,5,2,1,4,1,5,1,5,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,3,3,6,8,2,4,1,4,2,2,2,0,0,3
13808,974,Deodorant G,0,7,2,3,5,5,4,1,3,3,4,5,4,4,4,2,5,4,1,4,5,2,2,1,1,5,1,2,4,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,3,3,5,7,5,4,1,3,4,2,1,0,0,1
13809,974,Deodorant G,0,5,1,5,2,4,5,1,4,2,3,1,3,5,2,5,5,5,3,4,4,1,5,2,2,3,5,4,2,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,1,2,7,8,2,4,1,3,5,1,1,0,0,3
13810,974,Deodorant G,0,5,1,3,3,2,4,4,4,5,5,5,5,5,3,2,5,5,5,3,2,3,3,5,4,3,4,5,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,2,1,7,2,2,4,2,4,4,2,2,0,0,1
13811,974,Deodorant G,0,5,2,3,1,1,3,2,3,5,1,4,3,2,4,3,3,4,1,3,1,3,3,1,1,3,5,5,3,2,0,1,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,2,2,3,10,2,4,1,2,5,2,2,0,0,2
13812,974,Deodorant G,0,6,1,2,1,2,5,1,3,1,4,2,5,5,4,3,5,5,1,3,3,1,4,2,4,4,5,5,3,1,0,0,,,0,1,0,,,,0,0,0,,,,0,,0,,5,4,2,2,2,2,5,4,1,2,3,2,1,0,0,4
13813,974,Deodorant G,1,3,1,4,4,2,2,2,5,1,4,5,2,3,4,4,3,2,1,3,4,1,5,1,5,5,2,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,3,3,2,7,2,4,1,4,9,1,1,0,0,3
13814,974,Deodorant G,0,5,2,3,1,5,5,5,3,3,3,3,5,4,4,4,5,5,3,5,2,2,4,5,5,4,5,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,3,1,6,8,3,4,1,5,6,2,1,0,0,1
13815,974,Deodorant G,0,7,1,5,1,3,2,1,5,3,4,1,5,5,3,2,5,5,3,3,4,4,1,3,4,4,3,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,3,1,4,6,1,4,1,3,9,1,1,0,0,1
13816,974,Deodorant G,0,5,0,3,1,5,4,1,3,1,1,5,4,2,5,4,4,5,2,2,5,5,3,5,5,4,1,3,5,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,5,3,2,6,8,1,4,1,2,5,1,2,0,0,2
13817,974,Deodorant G,0,5,1,3,2,3,4,2,2,5,3,5,4,4,4,5,2,5,5,5,4,2,4,1,5,4,5,5,4,0,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,5,1,2,3,7,10,2,4,4,4,8,1,4,0,0,1
13818,974,Deodorant G,0,6,3,3,4,5,3,1,4,1,3,5,5,5,3,4,4,3,1,4,5,4,1,1,3,2,5,4,1,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,2,1,7,5,2,4,1,2,8,2,1,0,0,2
13819,974,Deodorant G,0,7,1,5,5,3,4,1,5,2,4,4,5,2,5,4,4,4,2,5,2,1,4,1,3,5,1,5,2,0,1,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,2,2,2,6,7,2,4,1,2,6,2,2,0,0,4
13820,974,Deodorant G,0,6,2,3,5,5,4,1,3,1,2,3,5,5,1,2,4,4,1,1,5,2,4,2,5,4,4,5,1,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,2,3,6,7,2,4,2,4,3,1,1,0,0,4
13821,974,Deodorant G,0,5,1,4,1,5,5,1,4,3,4,1,3,4,4,4,5,4,5,2,1,2,1,1,4,5,4,5,4,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,2,1,3,1,2,9,5,4,2,4,5,2,2,0,0,5
13822,974,Deodorant G,0,5,1,3,1,5,4,5,4,3,3,5,5,4,4,4,3,3,1,3,4,3,2,3,4,2,4,4,5,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,2,1,3,6,10,7,4,1,4,3,1,1,0,0,2
13823,974,Deodorant G,0,5,1,3,2,2,5,5,2,2,5,2,3,5,1,4,1,4,1,4,4,2,2,4,1,5,4,5,5,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,2,3,3,1,5,8,3,4,1,4,6,4,1,0,0,4
13824,974,Deodorant G,0,6,0,4,5,1,1,2,5,2,5,5,5,4,3,4,4,2,2,3,1,1,3,4,5,3,3,5,4,1,0,0,,,0,0,0,,,,0,1,0,,,,0,,0,,2,1,3,3,4,5,1,4,1,3,10,3,7,0,0,3
13825,974,Deodorant G,0,5,2,3,3,3,3,5,4,2,3,4,3,5,3,3,1,3,2,4,4,4,2,5,4,3,4,5,4,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,3,3,3,6,8,1,4,3,4,5,2,1,0,0,3
13826,974,Deodorant G,0,5,0,3,3,3,5,3,2,1,4,5,3,5,4,1,3,4,5,5,3,2,4,2,3,4,1,4,2,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,2,1,2,5,9,7,4,3,2,4,2,1,0,0,2
13827,974,Deodorant G,0,6,1,3,1,5,5,5,4,2,5,3,5,3,4,1,2,4,2,5,1,3,1,1,3,4,3,2,4,1,0,1,,,0,0,0,,,,0,0,1,,,,0,,0,,2,1,2,3,5,7,5,4,3,3,3,2,6,0,0,2
13828,974,Deodorant G,0,7,1,3,4,5,3,1,4,3,4,4,5,5,5,3,2,1,1,4,2,1,4,2,4,5,5,1,5,1,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,4,4,3,1,1,9,5,4,1,2,6,2,6,0,0,6
13829,974,Deodorant G,0,7,1,5,1,4,4,2,4,2,3,3,4,5,5,5,5,3,1,3,2,1,2,5,1,4,3,4,1,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,2,3,1,7,7,2,4,1,2,5,3,1,0,0,2
13830,974,Deodorant G,0,5,0,3,1,1,4,1,1,5,5,4,5,4,4,2,4,3,1,5,3,2,1,2,5,5,2,4,3,0,0,0,,,0,0,0,,,,0,1,0,,,,0,,0,,4,4,3,3,7,7,2,4,1,4,8,1,1,0,0,4
13831,974,Deodorant G,0,6,2,4,1,5,4,1,1,3,4,4,3,5,3,5,5,5,4,3,4,5,3,2,4,5,5,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,2,3,6,7,4,4,3,3,5,2,1,0,0,3
13832,974,Deodorant G,1,4,0,3,3,5,2,3,4,2,3,4,5,5,3,1,5,4,3,2,5,4,3,3,1,4,1,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,1,3,3,2,7,5,4,2,6,3,1,1,0,0,2
13833,974,Deodorant G,0,5,3,3,1,5,5,1,2,2,4,5,1,3,5,3,5,5,1,3,5,3,4,2,5,2,5,3,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,4,3,1,7,7,1,4,1,5,6,2,1,0,0,3
13834,974,Deodorant G,0,6,0,2,5,4,5,1,4,1,3,5,1,4,5,1,4,3,2,3,4,4,3,2,5,5,5,3,1,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,3,1,6,9,2,4,1,2,3,1,1,0,0,5
13835,974,Deodorant G,0,5,1,5,1,4,4,2,5,3,4,5,4,4,4,2,2,4,1,5,3,2,1,3,4,5,5,5,3,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,3,2,2,3,6,5,4,1,2,2,5,1,0,0,5
13836,974,Deodorant G,1,4,0,3,5,5,2,2,5,5,4,5,4,4,4,3,4,5,1,4,2,2,3,2,2,5,5,3,3,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,5,1,1,3,8,2,4,2,3,4,2,1,0,0,2
13837,974,Deodorant G,0,7,2,5,4,1,3,1,5,1,5,5,4,4,2,4,5,5,3,2,3,1,5,3,3,4,3,5,2,0,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,4,4,3,3,6,4,4,4,1,4,2,3,1,0,0,3
13838,974,Deodorant G,1,3,0,3,2,4,2,1,5,2,4,5,2,5,2,4,4,5,3,5,1,4,3,2,4,4,5,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,2,3,1,7,9,7,4,4,4,9,2,1,0,0,6
13839,974,Deodorant G,0,5,2,3,3,5,5,2,3,3,4,5,3,5,3,5,4,4,3,2,4,2,5,5,1,4,5,5,5,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,4,3,1,6,7,2,4,1,2,2,1,1,0,0,1
13840,974,Deodorant G,1,1,2,5,1,5,2,2,4,2,1,5,3,5,2,2,1,5,1,3,5,5,2,2,3,5,4,4,1,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,3,3,6,9,2,4,1,3,7,3,1,0,0,3
13841,974,Deodorant G,0,7,3,3,5,4,2,1,2,3,3,5,1,5,5,1,3,4,1,5,5,4,4,2,4,1,3,2,5,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,4,3,2,5,10,2,4,2,4,4,1,1,0,0,1
13842,974,Deodorant G,0,6,1,3,4,5,1,5,5,3,2,5,2,5,4,1,3,4,1,5,5,5,2,2,3,4,3,4,3,1,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,1,4,2,2,7,10,3,4,2,2,2,2,1,0,0,2
13843,974,Deodorant G,0,7,1,3,3,5,5,2,4,4,4,1,1,2,4,2,5,4,2,5,1,2,1,4,2,5,4,1,2,1,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,4,4,3,1,3,9,5,4,2,2,3,1,1,0,0,2
13844,974,Deodorant G,0,6,1,3,1,3,3,1,5,3,4,5,5,1,3,4,5,4,2,1,3,5,2,1,4,3,4,5,2,1,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,2,3,2,2,7,3,2,4,2,3,5,2,1,0,0,2
13845,974,Deodorant G,0,5,2,5,2,5,4,3,4,1,4,2,5,5,5,2,5,4,1,4,4,1,1,3,5,5,2,1,3,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,3,3,2,4,1,2,4,3,2,9,2,2,0,0,2
13846,974,Deodorant G,0,6,2,3,5,4,3,1,5,1,4,4,4,2,5,1,5,5,1,3,3,4,3,2,5,3,4,4,2,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,5,2,1,3,9,5,4,1,2,4,2,2,0,0,1
13847,974,Deodorant G,0,7,2,3,2,4,4,4,3,1,5,4,2,3,3,2,2,4,1,5,2,3,2,1,4,5,3,4,3,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,4,2,3,2,8,3,4,1,2,3,3,2,0,0,1
13848,974,Deodorant G,0,6,0,3,5,5,4,3,3,4,5,5,1,5,4,5,4,4,5,4,1,1,5,5,3,4,5,3,5,3,0,0,,,0,0,0,,,,0,0,1,,,,1,,0,,5,4,2,2,4,8,5,4,1,2,6,2,1,0,0,1
13849,974,Deodorant G,0,5,1,2,4,1,1,5,2,5,5,1,1,5,3,4,4,4,2,5,1,2,5,2,1,4,4,5,5,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,2,3,6,10,2,4,1,4,3,2,1,0,0,3
13850,974,Deodorant G,0,6,3,3,1,2,4,1,4,1,4,4,3,1,3,1,4,2,1,5,4,3,2,1,4,3,5,2,2,1,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,1,5,2,3,3,1,2,4,2,3,10,2,2,0,0,2
13851,974,Deodorant G,1,2,0,4,1,4,4,5,4,2,4,5,2,3,4,3,4,4,3,5,4,2,4,5,5,4,5,4,2,0,0,0,,,0,0,0,,,,0,1,0,,,,0,,0,,4,1,2,1,7,7,2,4,1,2,2,2,1,0,0,4
13852,974,Deodorant G,0,6,1,5,1,3,5,4,5,1,1,5,1,4,3,2,1,5,1,4,4,1,3,4,5,4,4,5,1,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,2,3,3,6,2,2,4,1,4,5,1,5,0,0,3
13853,974,Deodorant G,0,7,1,3,2,5,4,1,5,1,3,5,4,5,2,1,4,4,1,4,4,2,2,3,3,5,3,4,2,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,3,1,3,6,7,5,4,1,5,9,1,2,0,0,2
13854,974,Deodorant G,1,3,1,3,4,3,4,5,2,3,4,5,2,5,1,1,5,4,1,5,3,1,4,2,4,1,1,3,3,2,0,0,,,0,0,0,,,,0,0,1,,,,0,,0,,5,3,1,3,6,1,2,4,1,2,3,1,2,0,0,1
13855,974,Deodorant G,0,5,0,3,4,1,5,2,3,1,1,2,1,4,3,2,3,4,4,4,5,5,3,2,2,2,4,1,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,3,3,3,6,6,4,4,2,4,10,2,2,0,0,5
13856,974,Deodorant G,0,6,1,3,2,4,3,2,5,1,3,1,4,5,4,5,5,4,1,4,4,1,5,3,5,5,3,4,4,-1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,2,2,2,3,5,5,4,1,2,2,1,1,0,0,2
13857,974,Deodorant G,0,6,1,3,1,5,4,3,5,3,5,4,5,5,5,5,3,4,2,4,5,5,2,5,4,5,1,3,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,4,1,3,4,7,2,4,2,3,4,3,2,0,0,3
13858,974,Deodorant G,0,5,1,3,5,3,5,2,1,4,4,4,4,4,4,3,4,3,1,5,4,1,4,4,3,3,4,2,5,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,2,1,2,3,5,2,3,4,1,3,10,2,1,0,0,2
13859,974,Deodorant G,0,5,1,3,2,3,3,2,4,2,3,4,3,3,5,2,1,5,1,3,3,2,3,3,5,5,4,3,3,0,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,2,1,1,3,5,6,4,4,1,2,9,4,1,0,0,4
13860,974,Deodorant G,1,2,1,3,5,4,1,1,2,5,5,3,3,5,4,2,4,5,2,5,5,2,4,3,4,5,3,4,5,-1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,5,3,3,6,8,7,4,3,3,3,1,1,0,0,3
13861,974,Deodorant G,1,2,2,3,1,3,4,1,5,1,5,4,5,2,5,3,5,5,5,4,3,5,3,3,5,4,5,5,4,5,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,3,3,6,6,5,4,1,3,4,1,1,0,0,3
13862,974,Deodorant G,1,4,1,3,4,1,1,1,4,5,3,5,3,4,2,5,4,4,4,5,3,5,4,1,4,5,3,4,2,4,0,0,,,0,0,0,,,,1,0,0,,,,0,,0,,4,5,2,3,6,5,7,4,1,3,4,1,1,0,0,5
13863,974,Deodorant G,0,5,1,3,2,4,4,1,4,2,5,3,1,2,4,4,5,4,2,4,3,2,5,3,3,1,1,5,4,0,0,1,,,0,0,0,,,,0,0,0,,,,0,,0,,5,2,1,2,7,4,7,4,3,2,3,2,2,0,0,1
13864,974,Deodorant G,1,1,2,4,1,5,5,2,2,3,5,4,5,5,2,5,5,5,4,5,4,3,2,3,5,3,4,5,3,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,3,1,7,4,2,4,1,3,5,2,1,0,0,4
13865,974,Deodorant G,0,5,2,5,3,1,1,1,5,4,3,2,1,5,1,2,3,4,1,4,3,4,2,2,4,4,2,5,2,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,2,2,2,6,8,2,4,3,4,2,1,2,0,0,3
13866,974,Deodorant G,0,6,1,5,1,4,5,3,5,1,4,3,2,4,4,5,2,5,3,1,4,5,2,2,4,4,4,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,4,5,3,3,5,7,3,4,1,2,5,1,2,0,0,3
13867,974,Deodorant G,1,4,1,3,1,4,4,3,5,1,3,3,3,5,4,5,3,3,1,4,1,1,2,5,4,1,4,1,3,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,2,2,3,3,4,6,2,4,1,2,4,2,2,0,0,2
13868,974,Deodorant G,0,6,0,3,2,3,4,5,5,2,5,1,1,5,5,1,5,5,1,5,3,1,5,5,3,1,5,5,5,1,0,0,,,0,0,0,,,,1,0,0,,,,0,,0,,4,2,1,3,3,1,2,4,1,3,3,2,1,0,0,1
13869,974,Deodorant G,0,6,1,3,1,3,4,3,4,2,5,1,5,2,4,1,1,5,1,3,5,5,3,4,1,5,3,5,5,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,4,3,1,3,8,2,4,1,2,2,2,2,0,0,2
13870,974,Deodorant G,0,6,2,3,1,4,3,2,4,1,4,1,4,4,4,3,5,4,2,4,5,2,4,1,2,1,5,4,1,0,0,0,,,0,1,0,,,,0,1,0,,,,0,,0,,5,2,2,3,5,6,2,4,1,5,4,1,1,0.166666667,0,1
13871,974,Deodorant G,1,4,1,3,2,5,1,2,3,1,2,5,4,4,2,5,4,3,2,4,4,2,3,3,2,3,3,4,5,2,0,1,,,0,0,0,,,,0,0,0,,,,0,,0,,5,3,3,3,5,9,3,4,1,2,4,2,1,0,0,2
13872,974,Deodorant G,0,6,1,3,2,5,4,3,4,3,3,2,4,4,1,5,5,4,1,4,5,2,3,3,3,2,5,5,4,2,0,1,,,0,0,0,,,,0,0,0,,,,1,,0,,5,4,2,3,6,3,6,4,1,2,4,2,2,0,0,2
13873,974,Deodorant G,0,6,1,3,5,5,4,2,2,2,4,3,4,5,5,1,4,3,3,4,4,1,4,4,3,3,3,2,5,-1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,1,3,1,6,6,1,4,2,2,5,2,1,0,0,6
13874,974,Deodorant G,0,5,1,3,3,2,4,1,5,2,5,5,4,5,1,2,5,5,1,4,4,1,2,1,4,2,3,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,2,2,3,5,10,2,4,1,2,2,1,1,0,0,5
13875,974,Deodorant G,0,6,0,4,2,5,5,4,2,1,4,4,4,3,4,1,4,4,1,2,5,2,2,1,4,5,5,5,2,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,5,3,1,5,8,2,4,4,3,10,5,2,0,0,6
13876,974,Deodorant G,1,4,1,5,4,2,4,3,4,1,5,4,4,3,1,2,5,5,1,4,5,5,5,1,4,3,2,3,1,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,3,1,3,10,2,4,1,3,9,2,2,0,0,1
13877,974,Deodorant G,0,5,1,3,3,4,2,1,1,2,5,4,4,5,3,1,3,5,1,1,5,1,5,1,4,5,5,5,5,4,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,3,3,3,7,7,5,4,1,2,8,1,1,0,0,3
13878,974,Deodorant G,1,4,1,4,1,4,5,2,4,4,3,5,4,5,4,2,5,5,2,5,4,4,4,2,1,5,3,4,1,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,3,3,3,7,8,2,4,1,2,7,1,1,0,0,5
13879,974,Deodorant G,1,2,2,3,2,1,1,1,4,1,5,5,1,3,3,4,5,5,1,5,4,2,4,1,4,5,4,4,4,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,2,1,1,6,10,5,4,3,2,3,3,2,0,0,2
13880,974,Deodorant G,0,6,1,3,1,3,5,2,3,2,3,5,3,4,3,1,5,4,2,3,2,1,3,2,4,2,3,4,4,0,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,4,1,3,3,7,8,7,4,2,4,2,3,1,0,0,5
13881,974,Deodorant G,1,4,2,5,3,4,5,1,3,1,4,4,1,5,4,3,3,4,3,1,5,3,4,1,5,4,5,4,4,1,0,0,,,1,1,0,,,,0,1,1,,,,0,,0,,3,2,2,1,4,9,7,4,2,3,4,2,1,0,0,4
13882,974,Deodorant G,1,4,0,3,1,4,3,3,4,1,4,3,5,5,1,1,5,5,1,5,3,1,1,1,4,1,4,5,4,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,3,2,1,5,8,5,4,1,3,4,1,1,0,0,3
13883,974,Deodorant G,1,3,1,3,3,3,5,3,5,1,4,5,5,5,2,2,4,3,3,4,2,3,3,5,4,5,4,3,4,2,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,2,5,3,3,6,7,3,4,2,3,9,2,3,0,0,3
13884,974,Deodorant G,0,5,1,4,2,5,2,1,3,5,4,2,1,5,1,1,5,5,2,4,5,5,2,1,5,3,4,4,5,3,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,4,2,3,1,4,9,7,4,1,4,10,2,1,0,0,2
13885,974,Deodorant G,1,2,3,2,1,5,4,1,5,1,4,2,5,4,3,1,5,5,3,5,3,3,2,4,2,2,3,4,4,1,0,0,,,0,1,0,,,,0,0,0,,,,0,,0,,4,3,3,3,4,6,5,4,1,3,3,1,1,0,0,2
13886,974,Deodorant G,0,5,2,4,5,5,5,2,5,2,1,4,4,3,5,1,5,4,2,5,3,1,3,2,5,5,5,5,3,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,3,3,3,7,4,4,4,1,2,6,2,1,0,0,5
13887,974,Deodorant G,0,7,2,4,5,4,4,2,3,1,3,2,4,5,4,5,5,4,3,5,5,3,1,1,2,5,3,5,3,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,5,3,1,6,5,6,4,3,4,3,3,5,0,0,2
13888,974,Deodorant G,1,1,1,5,1,2,4,2,2,2,5,5,1,4,2,1,1,5,1,3,2,5,1,1,4,4,2,5,1,-1,1,0,,,0,0,0,,,,0,0,0,,,,1,,0,,4,2,3,2,6,1,1,4,1,3,6,2,2,0,0,6
13889,974,Deodorant G,0,6,1,3,3,4,3,3,4,3,1,5,5,3,5,3,4,5,3,5,5,1,1,4,2,5,4,4,2,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,2,2,3,1,6,2,4,1,4,3,2,2,0,0,2
13890,974,Deodorant G,0,5,0,3,2,5,2,4,3,3,5,3,2,5,1,5,4,4,5,2,5,5,2,1,4,3,1,5,1,3,0,0,,,0,0,1,,,,0,0,0,,,,1,,0,,2,3,3,1,6,10,2,4,1,3,4,1,1,0,0,3
13891,974,Deodorant G,1,4,1,4,3,4,5,2,4,2,2,5,4,4,5,2,5,4,4,4,4,2,2,1,5,2,3,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,2,3,3,1,10,3,4,3,3,2,2,1,0,0,4
